m,S_0_fit,S_0_lim_unconstrained,S_0_lim_CLs
7.100000000000003,0.0015600785119873099,0.026044656670163296,0.03375653682033222
7.200000000000004,0.003322543606520008,0.015712919564335646,0.018186139011164962
7.300000000000004,0.0013246501063293417,0.007051312057916852,0.008300405421130834
7.400000000000004,0.0011617590837538147,0.0044197099566422775,0.0049336191289157194
7.5000000000000036,0.0010847297816660017,0.0032590840529864665,0.003503519781397273
7.600000000000004,0.000932699820244648,0.0024194590542945668,0.002518041269522294
7.700000000000005,0.0008212595310973786,0.0018956661668064563,0.0019442982726119648
7.800000000000004,0.000820106563291076,0.0016447633431808657,0.0016621752688097899
7.900000000000004,0.0008937232959057534,0.001548779784610575,0.0015551909015459296
8.000000000000004,0.0009344108534623516,0.0014810779717643265,0.0014820325803982708
8.100000000000005,0.0009169745013894599,0.001372656826098263,0.0013726883073518364
8.200000000000005,0.0009159599239348967,0.0013147064481626848,0.0013147066938982439
8.300000000000004,0.000947246222861158,0.0013230992453544782,0.0013231765782183822
8.400000000000006,0.0009700451240831998,0.0013231735605093056,0.0013231735605093056
8.500000000000005,0.0009873101739438898,0.0013354612505978517,0.0013354612505978517
8.600000000000005,0.0010083002653100378,0.0013637067206224269,0.0013637067206224269
8.700000000000005,0.0010136622453217063,0.001370106457812906,0.0013701067087772897
8.800000000000004,0.0009758586807907084,0.0013342870806330508,0.001334287363920077
8.900000000000006,0.0008990472346111486,0.0012743106074766955,0.001274311686606328
9.000000000000005,0.000777102173274042,0.0011553003063391333,0.0011553332387614227
9.100000000000005,0.0006582924567230542,0.0010444428874689603,0.0010446147652246887
9.200000000000006,0.0005083207692185521,0.000866139598866322,0.0008665051785901751
9.300000000000006,0.00044206525607566664,0.0007600627033991265,0.0007618317277554654
9.400000000000006,0.0003754195712577664,0.0006676181785656848,0.0006707171210679191
9.500000000000005,0.00034056882762902355,0.0006187851241625376,0.0006228394295878953
9.600000000000005,0.00032346243838017634,0.0005850689472632259,0.0005890344478742974
9.700000000000006,0.000304096361466316,0.0005544120307363254,0.0005588645688596932
9.800000000000006,0.0002773126336708373,0.0005178117946508339,0.0005217048388152134
9.900000000000006,0.00029991165500947085,0.0005306175289650085,0.0005333625993314303
10.000000000000007,0.0002815018252491974,0.0005129141372652849,0.0005159045081711518
10.100000000000007,0.00029303723188510905,0.0005263551012900454,0.0005282442695169429
10.200000000000006,0.00028602153719056316,0.0005024389823151885,0.000504462956666745
10.300000000000006,0.0002983102902191547,0.0005201943105897881,0.0005222038332541051
10.400000000000006,0.0002976325063801961,0.0005147308653618317,0.0005163868684806901
10.500000000000007,0.00028555218021809544,0.0005002366965276232,0.0005016661471379036
10.600000000000007,0.00027799483247968913,0.0004822560644841496,0.00048371597987690516
10.700000000000006,0.00025272580751310015,0.0004516647777573496,0.00045431111477499164
10.800000000000008,0.00022921491939665033,0.0004190090859494858,0.0004215426300683381
10.900000000000007,0.0001814265064294995,0.0003691328548570762,0.00037483090126929546
11.000000000000007,0.00012601158976942428,0.0003033376741850338,0.0003149710080384859
11.100000000000007,7.257276956076241e-05,0.000246251103674799,0.00027061609728758787
11.200000000000006,2.568311501713273e-05,0.00018378559801393902,0.0002234168587611797
11.300000000000008,-8.794431951787023e-06,0.00014349676308420047,0.0001961755333629091
11.400000000000007,-2.222167023775932e-05,0.0001184871434129553,0.00017959403972325812
11.500000000000007,-2.8383896298486943e-05,0.0001131928896087834,0.0001787327040913084
11.600000000000009,-1.0754267267401398e-05,0.00013398072401154257,0.000190316400060062
