# Time (s), Energy (keV), Sun X (arcsec), Sun Y (arcsec), Start Time, End Time, Min X, Max X, Min Y, Max Y
1.525736927224555016e+08,3.919999999999999929e+00,1.027049999999999955e+03,-3.431700000000000159e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736928612717092e+08,2.799999999999999822e+00,1.007370000000000005e+03,-2.152500000000000000e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736929233333468e+08,3.600000000000000089e+00,1.066410000000000082e+03,-1.143900000000000006e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736933832552135e+08,2.759999999999999787e+00,9.335699999999999363e+02,-1.808100000000000023e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736936091449559e+08,3.480000000000000426e+00,9.876899999999999409e+02,-2.890500000000000114e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736936174924076e+08,3.760000000000000231e+00,9.286499999999999773e+02,-3.210299999999999727e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736938481987715e+08,3.040000000000000036e+00,9.384900000000000091e+02,-5.079900000000000091e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736942009819746e+08,3.360000000000000320e+00,8.892899999999999636e+02,-4.292699999999999818e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736943555967808e+08,3.600000000000000089e+00,9.655499999999999545e+02,-3.702300000000000182e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736945162999034e+08,3.000000000000000000e+00,9.655499999999999545e+02,-3.825299999999999727e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736945518348515e+08,3.440000000000000391e+00,9.360299999999999727e+02,-2.693700000000000045e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736946059917510e+08,2.799999999999999822e+00,9.507899999999999636e+02,-4.489499999999999886e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736946935590208e+08,2.959999999999999964e+00,9.557100000000000364e+02,-1.857299999999999898e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736947266167402e+08,3.000000000000000000e+00,6.531299999999999955e+02,-4.120500000000000114e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736951008170545e+08,4.759999999999999787e+00,8.204099999999999682e+02,-3.825299999999999727e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736952246354222e+08,2.640000000000000124e+00,1.029509999999999991e+03,-3.185699999999999932e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736954648068547e+08,3.160000000000000142e+00,9.852300000000000182e+02,-4.022099999999999795e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
1.525736955563780367e+08,2.879999999999999893e+00,9.704700000000000273e+02,-1.143900000000000006e+02,1.525736891785633564e+08,1.525744795500130355e+08,5.350499999999999545e+02,1.371450000000000045e+03,-6.383700000000000045e+02,1.808100000000000023e+02
