# Time (s), Energy (keV), SunX (arcsec), SunY (arcsec)
3.376036967430577278e+08,1.840000000000000080e+00,-7.884299999999999500e+02,2.201699999999999875e+02
3.376036968256314993e+08,7.359999999999999432e+00,-1.282889999999999873e+03,-2.767500000000000000e+02
3.376036972010688186e+08,1.800000000000000044e+00,-1.322250000000000000e+03,-5.042999999999999972e+01
3.376036972615527511e+08,1.600000000000000089e+00,-1.002449999999999932e+03,2.078700000000000045e+02
3.376036975137315392e+08,9.275999999999999091e+01,-1.078710000000000036e+03,3.899099999999999682e+02
3.376036975211686492e+08,2.160000000000000142e+00,-8.081100000000000136e+02,-2.103299999999999841e+02
3.376036978782248497e+08,1.880000000000000115e+00,-1.142670000000000073e+03,2.078700000000000045e+02
3.376036983852995038e+08,1.600000000000000089e+00,-9.065099999999999909e+02,-1.143900000000000006e+02
3.376036984188150764e+08,1.600000000000000089e+00,-7.859700000000000273e+02,-2.226299999999999955e+02
3.376036988112825751e+08,2.160000000000000142e+00,-8.400900000000000318e+02,-2.669099999999999682e+02
3.376036988248643875e+08,1.600000000000000089e+00,-9.015900000000000318e+02,2.226299999999999955e+02
3.376036991173242331e+08,3.200000000000000178e+00,-9.237300000000000182e+02,-3.554699999999999704e+02
3.376036993298915029e+08,1.840000000000000080e+00,-9.286499999999999773e+02,2.521500000000000057e+02
3.376036994528233409e+08,1.600000000000000089e+00,-1.179569999999999936e+03,1.783499999999999943e+02
3.376036994834494591e+08,2.479999999999999982e+00,-1.051650000000000091e+03,1.857299999999999898e+02
3.376036996611186862e+08,1.640000000000000124e+00,-7.170900000000000318e+02,1.229999999999999982e+00
3.376036996928493977e+08,1.720000000000000195e+00,-6.875699999999999363e+02,-1.537500000000000000e+02
3.376036999131987691e+08,1.600000000000000089e+00,-9.138899999999999864e+02,2.828999999999999915e+01
3.376037001314431429e+08,2.320000000000000284e+00,-1.063950000000000045e+03,3.567000000000000171e+01
3.376037002722981572e+08,1.760000000000000009e+00,-7.490699999999999363e+02,-5.289000000000000057e+01
3.376037002884624600e+08,1.600000000000000089e+00,-1.184490000000000009e+03,-6.272999999999999687e+01
3.376037003170138597e+08,2.376000000000000156e+01,-1.300109999999999900e+03,-2.828999999999999915e+01
3.376037005033300519e+08,3.680000000000000160e+00,-1.017210000000000036e+03,-3.075000000000000000e+01
3.376037007847916484e+08,1.840000000000000080e+00,-9.704700000000000273e+02,-3.567000000000000171e+01
3.376037013577170372e+08,2.040000000000000036e+00,-9.950699999999999363e+02,-8.609999999999999432e+00
3.376037014443880320e+08,2.600000000000000089e+00,-7.539900000000000091e+02,-1.414499999999999886e+02
3.376037014864127636e+08,1.680000000000000160e+00,-1.573170000000000073e+03,3.567000000000000171e+01
3.376037018536425829e+08,2.479999999999999982e+00,-8.400900000000000318e+02,-2.792099999999999795e+02
3.376037018780197501e+08,1.840000000000000080e+00,-9.089700000000000273e+02,1.266899999999999977e+02
3.376037019532964230e+08,3.040000000000000036e+00,-8.523899999999999864e+02,-1.266899999999999977e+02
3.376037019747015834e+08,2.000000000000000000e+00,-7.613700000000000045e+02,-1.586699999999999875e+02
3.376037020409136415e+08,3.959999999999999964e+00,-1.152509999999999991e+03,-5.547300000000000182e+02
3.376037020691525340e+08,2.479999999999999982e+00,-1.091009999999999991e+03,-2.619900000000000091e+02
3.376037021477636695e+08,1.720000000000000195e+00,-9.261899999999999409e+02,3.333299999999999841e+02
3.376037025194715858e+08,2.080000000000000071e+00,-1.061490000000000009e+03,1.562100000000000080e+02
3.376037028178884387e+08,2.160000000000000142e+00,-1.024589999999999918e+03,3.308700000000000045e+02
3.376037028453808427e+08,1.760000000000000009e+00,-1.290269999999999982e+03,6.150000000000000355e+00
3.376037029085991979e+08,1.720000000000000195e+00,-9.311100000000000136e+02,-7.748999999999999488e+01
3.376037030388790965e+08,2.200000000000000178e+00,-1.063950000000000045e+03,1.599000000000000021e+01
3.376037031337152719e+08,1.680000000000000160e+00,-1.351769999999999982e+03,-9.962999999999999545e+01
3.376037031480219364e+08,1.800000000000000044e+00,-8.720699999999999363e+02,-2.078700000000000045e+02
3.376037033826236725e+08,3.240000000000000213e+00,-8.228700000000000045e+02,1.758899999999999864e+02
3.376037037150596976e+08,1.600000000000000089e+00,-9.680099999999999909e+02,7.256999999999999318e+01
3.376037039742046595e+08,1.920000000000000151e+00,-8.327100000000000364e+02,-2.201699999999999875e+02
3.376037039921907783e+08,2.040000000000000036e+00,-6.777300000000000182e+02,-9.470999999999999375e+01
3.376037040441504121e+08,1.959999999999999964e+00,-1.494450000000000045e+03,8.609999999999999432e+00
3.376037040712206960e+08,1.840000000000000080e+00,-1.194329999999999927e+03,2.816700000000000159e+02
3.376037045409895778e+08,1.840000000000000080e+00,-8.253300000000000409e+02,-2.964300000000000068e+02
3.376037048774099350e+08,1.458000000000000114e+02,-1.260750000000000000e+03,1.844999999999999929e+01
3.376037048979340196e+08,1.640000000000000124e+00,-8.523899999999999864e+02,1.512899999999999920e+02
3.376037049924935102e+08,1.720000000000000195e+00,-1.464930000000000064e+03,1.168499999999999943e+02
3.376037050104047060e+08,2.200000000000000178e+00,-9.114299999999999500e+02,3.431700000000000159e+02
3.376037050256629586e+08,1.640000000000000124e+00,-1.007370000000000005e+03,7.748999999999999488e+01
3.376037052781391144e+08,2.640000000000000124e+00,-8.917500000000000000e+02,-3.751499999999999773e+02
3.376037053487576246e+08,1.680000000000000160e+00,-6.826499999999999773e+02,-1.980300000000000011e+02
3.376037054800423384e+08,2.320000000000000284e+00,-1.285349999999999909e+03,-5.781000000000000227e+01
3.376037057771473527e+08,1.600000000000000089e+00,-8.376299999999999955e+02,2.103299999999999841e+02
3.376037060207921267e+08,1.800000000000000044e+00,-8.056499999999999773e+02,-5.042999999999999972e+01
3.376037060247840881e+08,1.920000000000000151e+00,-7.343099999999999454e+02,8.487000000000000455e+01
3.376037062490386367e+08,2.240000000000000213e+00,-8.523899999999999864e+02,2.742900000000000205e+02
3.376037063824012876e+08,2.360000000000000320e+00,-8.769900000000000091e+02,-3.505500000000000114e+02
3.376037064150759578e+08,2.360000000000000320e+00,-8.081100000000000136e+02,-1.020900000000000034e+02
3.376037065860210657e+08,1.640000000000000124e+00,-8.696100000000000136e+02,2.570699999999999932e+02
3.376037067747297883e+08,1.680000000000000160e+00,-1.371450000000000045e+03,-2.337000000000000099e+01
3.376037068246657848e+08,2.200000000000000178e+00,-1.022129999999999995e+03,-2.939699999999999704e+02
3.376037068308203220e+08,9.207999999999999829e+01,-6.654299999999999500e+02,1.070100000000000051e+02
3.376037071769021153e+08,2.120000000000000107e+00,-9.557100000000000364e+02,-1.094699999999999989e+02
3.376037071920529604e+08,1.680000000000000160e+00,-1.356690000000000055e+03,2.103299999999999841e+02
3.376037075812543631e+08,1.920000000000000151e+00,-5.744099999999999682e+02,-6.765000000000000568e+01
3.376037076472309232e+08,1.880000000000000115e+00,-7.613700000000000045e+02,-8.732999999999999829e+01
3.376037078800097704e+08,1.720000000000000195e+00,-6.137699999999999818e+02,8.609999999999999432e+00
3.376037078962652087e+08,1.600000000000000089e+00,-8.327100000000000364e+02,-1.586699999999999875e+02
3.376037079866959453e+08,2.280000000000000249e+00,-8.277899999999999636e+02,-1.734300000000000068e+02
3.376037080268337727e+08,2.360000000000000320e+00,-8.007300000000000182e+02,2.078700000000000045e+02
3.376037080454980731e+08,2.000000000000000000e+00,-1.100849999999999909e+03,4.022099999999999795e+02
3.376037080935319066e+08,1.680000000000000160e+00,-8.548500000000000227e+02,2.828999999999999915e+01
3.376037083079687357e+08,1.680000000000000160e+00,-1.002449999999999932e+03,2.964300000000000068e+02
3.376037083312283158e+08,2.120000000000000107e+00,-1.049190000000000055e+03,-2.472299999999999898e+02
3.376037085083105564e+08,2.040000000000000036e+00,-9.876899999999999409e+02,-3.161100000000000136e+02
3.376037085339431167e+08,2.040000000000000036e+00,-7.416899999999999409e+02,-1.734300000000000068e+02
3.376037087616688609e+08,2.360000000000000320e+00,-5.744099999999999682e+02,-1.291500000000000057e+02
3.376037088695409894e+08,2.400000000000000355e+00,-8.007300000000000182e+02,1.906500000000000057e+02
3.376037090570160747e+08,1.600000000000000089e+00,-1.228769999999999982e+03,9.470999999999999375e+01
3.376037091250238419e+08,2.839999999999999858e+00,-9.311100000000000136e+02,9.717000000000000171e+01
3.376037091900347471e+08,1.840000000000000080e+00,-8.474700000000000273e+02,2.988899999999999864e+02
3.376037092710568309e+08,3.040000000000000036e+00,-1.036889999999999873e+03,1.980300000000000011e+02
3.376037094331510663e+08,1.720000000000000195e+00,-7.293899999999999864e+02,1.599000000000000021e+01
3.376037096292415261e+08,2.680000000000000160e+00,-7.220099999999999909e+02,-1.660500000000000114e+02
3.376037097615744472e+08,2.120000000000000107e+00,-1.002449999999999932e+03,4.341899999999999977e+02
3.376037097799348831e+08,2.240000000000000213e+00,-9.729299999999999500e+02,4.760099999999999909e+02
3.376037101005446911e+08,2.000000000000000000e+00,-6.900299999999999727e+02,-7.748999999999999488e+01
3.376037102651996613e+08,3.000000000000000000e+00,-8.253300000000000409e+02,2.570699999999999932e+02
3.376037106244520545e+08,1.456399999999999864e+02,-1.118069999999999936e+03,-1.316099999999999852e+02
3.376037106460785866e+08,1.840000000000000080e+00,-1.174650000000000091e+03,6.518999999999999773e+01
3.376037106609646082e+08,3.480000000000000426e+00,-8.720699999999999363e+02,4.796999999999999886e+01
3.376037106942371726e+08,2.280000000000000249e+00,-1.277970000000000027e+03,1.242300000000000040e+02
3.376037108022417426e+08,1.760000000000000009e+00,-1.088549999999999955e+03,3.603899999999999864e+02
3.376037111387304664e+08,1.920000000000000151e+00,-8.991299999999999955e+02,3.087300000000000182e+02
3.376037111712174416e+08,2.240000000000000213e+00,-1.196789999999999964e+03,2.570699999999999932e+02
3.376037111843630672e+08,1.959999999999999964e+00,-1.118069999999999936e+03,9.717000000000000171e+01
3.376037114014247060e+08,1.720000000000000195e+00,-9.876899999999999409e+02,-3.075000000000000000e+01
3.376037114724164605e+08,2.000000000000000000e+00,-9.163500000000000227e+02,1.020900000000000034e+02
3.376037114782704115e+08,2.280000000000000249e+00,-9.483300000000000409e+02,-3.382500000000000000e+02
3.376037114879036546e+08,2.040000000000000036e+00,-8.351699999999999591e+02,2.324699999999999989e+02
3.376037115288031697e+08,1.361999999999999886e+02,-1.157430000000000064e+03,3.603899999999999864e+02
3.376037115489366055e+08,3.460000000000000142e+01,-1.218930000000000064e+03,-3.530099999999999909e+02
3.376037119443978071e+08,2.320000000000000284e+00,-8.868300000000000409e+02,3.259499999999999886e+02
3.376037121550661922e+08,2.080000000000000071e+00,-1.381289999999999964e+03,-7.995000000000000284e+01
3.376037121751670837e+08,1.760000000000000009e+00,-1.560869999999999891e+03,-1.352999999999999936e+01
3.376037122397233248e+08,7.720000000000000639e+00,-7.761299999999999955e+02,-1.931099999999999852e+02
3.376037123848806620e+08,1.920000000000000151e+00,-8.474700000000000273e+02,-3.480899999999999750e+02
3.376037125158550143e+08,1.680000000000000160e+00,-1.428029999999999973e+03,3.321000000000000085e+01
3.376037125514323115e+08,1.760000000000000009e+00,-9.926100000000000136e+02,1.709699999999999989e+02
3.376037126617990732e+08,2.560000000000000053e+00,-8.081100000000000136e+02,-1.168499999999999943e+02
3.376037127171994448e+08,5.040000000000000036e+00,-6.974099999999999682e+02,6.518999999999999773e+01
3.376037128163455129e+08,2.040000000000000036e+00,-8.105699999999999363e+02,1.906500000000000057e+02
3.376037132900965810e+08,1.800000000000000044e+00,-7.515299999999999727e+02,-6.150000000000000355e+00
3.376037135243782401e+08,2.200000000000000178e+00,-8.400900000000000318e+02,2.521500000000000057e+02
3.376037136057215929e+08,2.520000000000000018e+00,-8.868300000000000409e+02,5.781000000000000227e+01
3.376037137564898133e+08,1.680000000000000160e+00,-9.803099999999999454e+02,3.899099999999999682e+02
3.376037140656358600e+08,1.600000000000000089e+00,-9.950699999999999363e+02,-2.300099999999999909e+02
3.376037141468023062e+08,1.640000000000000124e+00,-9.237300000000000182e+02,8.487000000000000455e+01
3.376037144836425781e+08,1.600000000000000089e+00,-7.416899999999999409e+02,1.562100000000000080e+02
3.376037145432953835e+08,1.600000000000000089e+00,-9.114299999999999500e+02,2.595299999999999727e+02
3.376037146050282121e+08,2.799999999999999822e+00,-6.555900000000000318e+02,-1.881899999999999977e+02
3.376037148753146529e+08,3.400000000000000355e+00,-6.974099999999999682e+02,1.365300000000000011e+02
3.376037149925195575e+08,3.052000000000000313e+01,-1.054109999999999900e+03,-4.391100000000000136e+02
3.376037150916948915e+08,1.840000000000000080e+00,-1.002449999999999932e+03,1.758899999999999864e+02
3.376037151065961123e+08,1.920000000000000151e+00,-1.450170000000000073e+03,-1.463700000000000045e+02
3.376037151480794549e+08,2.080000000000000071e+00,-1.125450000000000045e+03,-2.152500000000000000e+02
3.376037154796581864e+08,1.640000000000000124e+00,-1.184490000000000009e+03,7.010999999999999943e+01
3.376037155117892623e+08,1.760000000000000009e+00,-7.170900000000000318e+02,1.537500000000000000e+02
3.376037156383680701e+08,2.040000000000000036e+00,-9.630900000000000318e+02,4.145099999999999909e+02
3.376037156995464563e+08,2.879999999999999893e+00,-7.564500000000000455e+02,-2.890500000000000114e+02
3.376037160346592665e+08,2.919999999999999929e+00,-1.398509999999999991e+03,-1.980300000000000011e+02
3.376037160935644507e+08,2.160000000000000142e+00,-6.998700000000000045e+02,1.143900000000000006e+02
3.376037160994336009e+08,2.400000000000000355e+00,-8.204099999999999682e+02,1.070100000000000051e+02
3.376037163050271273e+08,2.080000000000000071e+00,-1.413269999999999982e+03,-7.995000000000000284e+01
3.376037163581304550e+08,2.120000000000000107e+00,-7.785900000000000318e+02,2.103299999999999841e+02
3.376037166673361659e+08,1.840000000000000080e+00,-7.466100000000000136e+02,-4.304999999999999716e+01
3.376037168023936749e+08,2.320000000000000284e+00,-9.311100000000000136e+02,3.087300000000000182e+02
3.376037169080360532e+08,1.680000000000000160e+00,-1.216470000000000027e+03,4.058999999999999631e+01
3.376037169350531697e+08,2.280000000000000249e+00,-9.753899999999999864e+02,3.726899999999999977e+02
3.376037169827473760e+08,1.880000000000000115e+00,-9.138899999999999864e+02,1.635900000000000034e+02
3.376037170807584524e+08,2.240000000000000213e+00,-8.966699999999999591e+02,1.365300000000000011e+02
3.376037172540961504e+08,1.880000000000000115e+00,-1.078710000000000036e+03,2.792099999999999795e+02
3.376037174199783206e+08,3.000000000000000000e+00,-8.179499999999999318e+02,2.644499999999999886e+02
3.376037174598719478e+08,1.800000000000000044e+00,-9.040499999999999545e+02,2.546099999999999852e+02
3.376037174822167754e+08,1.680000000000000160e+00,-1.063950000000000045e+03,3.136499999999999773e+02
3.376037175267382860e+08,1.720000000000000195e+00,-9.212699999999999818e+02,2.275499999999999829e+02
3.376037176488118768e+08,2.240000000000000213e+00,-1.209089999999999918e+03,3.382500000000000000e+02
3.376037178725336194e+08,1.840000000000000080e+00,-9.163500000000000227e+02,-1.685099999999999909e+02
3.376037180691916347e+08,1.800000000000000044e+00,-1.287809999999999945e+03,7.748999999999999488e+01
3.376037181103374362e+08,1.840000000000000080e+00,-7.539900000000000091e+02,1.857299999999999898e+02
3.376037183452104926e+08,1.959999999999999964e+00,-9.065099999999999909e+02,1.881899999999999977e+02
3.376037185085047483e+08,1.760000000000000009e+00,-7.958099999999999454e+02,2.324699999999999989e+02
3.376037189462869167e+08,1.600000000000000089e+00,-1.282889999999999873e+03,-1.881899999999999977e+02
3.376037192447688580e+08,1.680000000000000160e+00,-1.063950000000000045e+03,2.619900000000000091e+02
3.376037195274804831e+08,1.640000000000000124e+00,-6.359099999999999682e+02,-5.535000000000000142e+01
3.376037195901377797e+08,2.280000000000000249e+00,-9.827699999999999818e+02,-3.689999999999999947e+00
3.376037196045019627e+08,2.160000000000000142e+00,-8.892899999999999636e+02,-4.796999999999999886e+01
3.376037196480664015e+08,1.800000000000000044e+00,-9.926100000000000136e+02,3.603899999999999864e+02
3.376037197430208325e+08,4.235999999999999943e+01,-1.147589999999999918e+03,-5.535000000000000142e+01
3.376037197936089635e+08,1.600000000000000089e+00,-1.322250000000000000e+03,2.472299999999999898e+02
3.376037198100379705e+08,3.240000000000000213e+00,-7.884299999999999500e+02,-3.013500000000000227e+02
3.376037198904698491e+08,3.560000000000000053e+00,-8.031899999999999409e+02,-1.168499999999999943e+02
3.376037200513085723e+08,1.583199999999999932e+02,-1.250910000000000082e+03,-1.980300000000000011e+02
3.376037201450520754e+08,3.512000000000000455e+01,-9.655499999999999545e+02,1.709699999999999989e+02
3.376037201670605540e+08,1.760000000000000009e+00,-7.416899999999999409e+02,-1.168499999999999943e+02
3.376037202265495062e+08,1.840000000000000080e+00,-1.457549999999999955e+03,-1.734300000000000068e+02
3.376037203330588341e+08,2.879999999999999893e+00,-1.245990000000000009e+03,1.266899999999999977e+02
3.376037204876226187e+08,1.760000000000000009e+00,-6.678899999999999864e+02,-1.783499999999999943e+02
3.376037208105946183e+08,1.680000000000000160e+00,-8.277899999999999636e+02,6.518999999999999773e+01
3.376037208520280123e+08,4.640000000000000568e+00,-8.007300000000000182e+02,1.808100000000000023e+02
3.376037208629068732e+08,1.600000000000000089e+00,-1.007370000000000005e+03,3.357900000000000205e+02
3.376037210242589116e+08,1.640000000000000124e+00,-8.499299999999999500e+02,8.609999999999999432e+00
3.376037211381108761e+08,1.680000000000000160e+00,-8.745299999999999727e+02,-1.070100000000000051e+02
3.376037211735014915e+08,1.667999999999999972e+01,-6.383700000000000045e+02,-7.256999999999999318e+01
3.376037211881054640e+08,1.880000000000000115e+00,-1.403430000000000064e+03,8.240999999999999659e+01
3.376037212479643822e+08,1.680000000000000160e+00,-9.729299999999999500e+02,1.931099999999999852e+02
3.376037213451302052e+08,1.640000000000000124e+00,-1.150049999999999955e+03,-5.042999999999999972e+01
3.376037215403504968e+08,1.640000000000000124e+00,-5.670299999999999727e+02,-7.503000000000000114e+01
3.376037216676844358e+08,1.840000000000000080e+00,-8.327100000000000364e+02,-1.685099999999999909e+02
3.376037216704524755e+08,2.360000000000000320e+00,-5.375099999999999909e+02,-8.487000000000000455e+01
3.376037217040852904e+08,2.080000000000000071e+00,-9.212699999999999818e+02,3.948299999999999841e+02
3.376037218671538830e+08,1.600000000000000089e+00,-1.159889999999999873e+03,-3.087300000000000182e+02
3.376037218719932437e+08,2.600000000000000089e+00,-1.002449999999999932e+03,2.915099999999999909e+02
3.376037219026008844e+08,1.720000000000000195e+00,-1.137750000000000000e+03,3.234900000000000091e+02
3.376037221583636999e+08,1.680000000000000160e+00,-1.368990000000000009e+03,-1.955699999999999932e+02
3.376037222097428441e+08,2.160000000000000142e+00,-9.434099999999999682e+02,-1.352999999999999936e+01
3.376037222531141639e+08,2.240000000000000213e+00,-9.507899999999999636e+02,-4.464900000000000091e+02
3.376037223562044501e+08,2.320000000000000284e+00,-9.065099999999999909e+02,-3.259499999999999886e+02
3.376037225766829252e+08,1.640000000000000124e+00,-9.458700000000000045e+02,7.748999999999999488e+01
3.376037228867990375e+08,3.080000000000000071e+00,-7.441499999999999773e+02,-6.272999999999999687e+01
3.376037229191069603e+08,1.880000000000000115e+00,-6.088500000000000227e+02,-6.150000000000000355e+00
3.376037229713042378e+08,2.040000000000000036e+00,-9.114299999999999500e+02,-4.058999999999999631e+01
3.376037232182942629e+08,2.000000000000000000e+00,-1.184490000000000009e+03,1.599000000000000021e+01
3.376037233049826622e+08,1.800000000000000044e+00,-1.452629999999999882e+03,-3.321000000000000085e+01
3.376037233383582830e+08,1.600000000000000089e+00,-1.277970000000000027e+03,-1.463700000000000045e+02
3.376037235196842551e+08,2.320000000000000284e+00,-1.046730000000000018e+03,2.054099999999999966e+02
3.376037235869422555e+08,1.600000000000000089e+00,-9.532500000000000000e+02,1.844999999999999929e+01
3.376037235997298360e+08,2.080000000000000071e+00,-9.827699999999999818e+02,-4.415699999999999932e+02
3.376037236313714981e+08,2.160000000000000142e+00,-8.376299999999999955e+02,-2.841299999999999955e+02
3.376037237918391824e+08,2.600000000000000089e+00,-7.785900000000000318e+02,-1.635900000000000034e+02
3.376037238839833140e+08,1.640000000000000124e+00,-9.680099999999999909e+02,-8.609999999999999432e+00
3.376037238868652582e+08,1.640000000000000124e+00,-7.859700000000000273e+02,-2.546099999999999852e+02
3.376037241448307037e+08,1.760000000000000009e+00,-7.884299999999999500e+02,2.582999999999999829e+01
3.376037243079991341e+08,2.160000000000000142e+00,-9.261899999999999409e+02,-9.717000000000000171e+01
3.376037245024414062e+08,2.000000000000000000e+00,-1.054109999999999900e+03,2.250900000000000034e+02
3.376037245226975083e+08,1.720000000000000195e+00,-1.147589999999999918e+03,3.185699999999999932e+02
3.376037245377625823e+08,1.840000000000000080e+00,-9.237300000000000182e+02,1.586699999999999875e+02
3.376037246587510705e+08,1.760000000000000009e+00,-9.188099999999999454e+02,6.150000000000000355e+00
3.376037249534624815e+08,1.720000000000000195e+00,-8.105699999999999363e+02,-1.365300000000000011e+02
3.376037250137565136e+08,1.600000000000000089e+00,-9.704700000000000273e+02,4.145099999999999909e+02
3.376037250416709781e+08,1.640000000000000124e+00,-8.351699999999999591e+02,3.111899999999999977e+02
3.376037251641406417e+08,2.400000000000000355e+00,-1.270589999999999918e+03,-5.042999999999999972e+01
3.376037253822829723e+08,1.680000000000000160e+00,-1.056569999999999936e+03,1.955699999999999932e+02
3.376037254324587584e+08,1.760000000000000009e+00,-1.073789999999999964e+03,4.304999999999999716e+01
3.376037254893403053e+08,1.959999999999999964e+00,-1.209089999999999918e+03,2.078700000000000045e+02
3.376037256878786683e+08,2.400000000000000355e+00,-1.014750000000000000e+03,-4.391100000000000136e+02
3.376037257492263317e+08,2.520000000000000018e+00,-1.204170000000000073e+03,-3.407099999999999795e+02
3.376037259689745903e+08,1.600000000000000089e+00,-1.218930000000000064e+03,-7.010999999999999943e+01
3.376037260860232115e+08,1.207199999999999989e+02,-1.432950000000000045e+03,4.796999999999999886e+01
3.376037266914485693e+08,1.760000000000000009e+00,-8.351699999999999591e+02,-2.054099999999999966e+02
3.376037268767404556e+08,1.920000000000000151e+00,-6.137699999999999818e+02,-1.414499999999999886e+02
3.376037269069682956e+08,2.839999999999999858e+00,-1.260750000000000000e+03,2.349300000000000068e+02
3.376037269649294615e+08,1.600000000000000089e+00,-1.364069999999999936e+03,-1.685099999999999909e+02
3.376037269907595515e+08,1.720000000000000195e+00,-8.548500000000000227e+02,4.058999999999999631e+01
3.376037271458365917e+08,1.600000000000000089e+00,-9.704700000000000273e+02,-8.609999999999999432e+00
3.376037271655143499e+08,1.920000000000000151e+00,-9.237300000000000182e+02,-1.562100000000000080e+02
3.376037273549511433e+08,2.000000000000000000e+00,-1.415730000000000018e+03,-1.094699999999999989e+02
3.376037275183257461e+08,5.732000000000000028e+01,-1.068869999999999891e+03,-1.168499999999999943e+02
3.376037275313899517e+08,1.600000000000000089e+00,-1.041809999999999945e+03,3.321000000000000085e+01
3.376037277567046285e+08,2.040000000000000036e+00,-1.009830000000000041e+03,-3.259499999999999886e+02
3.376037277734504938e+08,1.640000000000000124e+00,-6.211499999999999773e+02,-7.503000000000000114e+01
3.376037277859820127e+08,1.920000000000000151e+00,-9.015900000000000318e+02,-1.316099999999999852e+02
3.376037278304861188e+08,1.640000000000000124e+00,-9.188099999999999454e+02,2.177100000000000080e+02
3.376037278551258445e+08,1.959999999999999964e+00,-1.268129999999999882e+03,-8.609999999999999432e+00
3.376037280508583188e+08,2.200000000000000178e+00,-7.023300000000000409e+02,-4.058999999999999631e+01
3.376037281693945527e+08,1.880000000000000115e+00,-1.450170000000000073e+03,9.962999999999999545e+01
3.376037283238422275e+08,1.920000000000000151e+00,-1.228769999999999982e+03,2.792099999999999795e+02
3.376037286480664015e+08,2.080000000000000071e+00,-9.311100000000000136e+02,-2.890500000000000114e+02
3.376037287429698110e+08,2.180000000000000071e+01,-1.482150000000000091e+03,7.010999999999999943e+01
3.376037287745084763e+08,3.320000000000000284e+00,-7.785900000000000318e+02,2.250900000000000034e+02
3.376037289365429878e+08,1.600000000000000089e+00,-9.015900000000000318e+02,3.407099999999999795e+02
3.376037289728916883e+08,1.880000000000000115e+00,-7.490699999999999363e+02,1.107000000000000028e+01
3.376037291032356620e+08,2.960000000000000142e+01,-1.150049999999999955e+03,-8.978999999999999204e+01
3.376037294891981483e+08,1.840000000000000080e+00,-9.581699999999999591e+02,3.210299999999999727e+02
3.376037296262380481e+08,2.320000000000000284e+00,-1.088549999999999955e+03,-5.079900000000000091e+02
3.376037297112000585e+08,2.120000000000000107e+00,-8.671499999999999773e+02,-1.463700000000000045e+02
3.376037298427918553e+08,2.200000000000000178e+00,-9.876899999999999409e+02,-1.119299999999999926e+02
3.376037300699847937e+08,1.880000000000000115e+00,-8.474700000000000273e+02,2.890500000000000114e+02
3.376037302838596106e+08,2.120000000000000107e+00,-7.490699999999999363e+02,-2.964300000000000068e+02
3.376037306655349135e+08,1.680000000000000160e+00,-1.516589999999999918e+03,-6.518999999999999773e+01
3.376037307358832359e+08,1.880000000000000115e+00,-5.670299999999999727e+02,-7.256999999999999318e+01
3.376037308289507627e+08,2.400000000000000355e+00,-8.819099999999999682e+02,-2.373899999999999864e+02
3.376037308958669901e+08,2.200000000000000178e+00,-9.188099999999999454e+02,3.431700000000000159e+02
3.376037309023404717e+08,1.720000000000000195e+00,-1.309950000000000045e+03,6.026999999999999602e+01
3.376037309651909471e+08,1.600000000000000089e+00,-1.455089999999999918e+03,-6.518999999999999773e+01
3.376037311866655946e+08,1.920000000000000151e+00,-8.966699999999999591e+02,9.470999999999999375e+01
3.376037312711805701e+08,1.720000000000000195e+00,-1.302569999999999936e+03,5.042999999999999972e+01
3.376037313073469996e+08,1.880000000000000115e+00,-1.474769999999999982e+03,-4.304999999999999716e+01
3.376037314328298569e+08,2.040000000000000036e+00,-9.483300000000000409e+02,1.881899999999999977e+02
3.376037317020659447e+08,2.120000000000000107e+00,-1.002449999999999932e+03,2.496899999999999977e+02
3.376037317809407711e+08,1.640000000000000124e+00,-1.091009999999999991e+03,-3.136499999999999773e+02
3.376037318145942092e+08,2.400000000000000355e+00,-8.573099999999999454e+02,-3.075000000000000000e+01
3.376037327319921851e+08,2.080000000000000071e+00,-1.061490000000000009e+03,-1.242300000000000040e+02
3.376037327635004520e+08,2.240000000000000213e+00,-1.580549999999999955e+03,-2.091000000000000014e+01
3.376037328021788001e+08,2.919999999999999929e+00,-9.606299999999999955e+02,-1.844999999999999929e+01
3.376037330411338806e+08,1.880000000000000115e+00,-7.466100000000000136e+02,1.562100000000000080e+02
3.376037334300054312e+08,1.800000000000000044e+00,-8.056499999999999773e+02,-2.939699999999999704e+02
3.376037337050737739e+08,1.600000000000000089e+00,-8.548500000000000227e+02,-5.535000000000000142e+01
3.376037341607324481e+08,1.455999999999999943e+02,-1.506750000000000000e+03,5.781000000000000227e+01
3.376037341978331208e+08,2.040000000000000036e+00,-6.826499999999999773e+02,-2.275499999999999829e+02
3.376037342763075233e+08,1.920000000000000151e+00,-8.081100000000000136e+02,1.931099999999999852e+02
3.376037342826095819e+08,1.680000000000000160e+00,-7.220099999999999909e+02,-1.045499999999999972e+02
3.376037343190874457e+08,1.800000000000000044e+00,-9.606299999999999955e+02,-1.340699999999999932e+02
3.376037347728537321e+08,1.959999999999999964e+00,-1.290269999999999982e+03,4.304999999999999716e+01
3.376037348208333254e+08,2.240000000000000213e+00,-1.511670000000000073e+03,-7.748999999999999488e+01
3.376037351764518023e+08,1.600000000000000089e+00,-8.671499999999999773e+02,-2.275499999999999829e+02
3.376037354974132180e+08,1.720000000000000195e+00,-9.753899999999999864e+02,1.586699999999999875e+02
3.376037355422742963e+08,1.640000000000000124e+00,-9.778500000000000227e+02,-4.341899999999999977e+02
