# Start of Energy Bin (keV), Effective Area (cm^2)
1.600000023841857910e+00,3.058994412422180176e-01
1.639999985694885254e+00,4.228534698486328125e-01
1.680000066757202148e+00,5.824691653251647949e-01
1.720000028610229492e+00,7.996906042098999023e-01
1.759999990463256836e+00,1.078561067581176758e+00
1.799999952316284180e+00,1.353272914886474609e+00
1.840000033378601074e+00,7.467738986015319824e-01
1.879999995231628418e+00,9.502117633819580078e-01
1.920000076293945312e+00,1.239773154258728027e+00
1.960000038146972656e+00,1.563527107238769531e+00
2.000000000000000000e+00,1.936511158943176270e+00
2.039999961853027344e+00,2.377867937088012695e+00
2.079999923706054688e+00,2.915824413299560547e+00
2.119999885559082031e+00,2.658000230789184570e+00
2.160000085830688477e+00,3.086871385574340820e+00
2.200000047683715820e+00,3.220439672470092773e+00
2.240000009536743164e+00,3.686637163162231445e+00
2.279999971389770508e+00,4.232217788696289062e+00
2.319999933242797852e+00,4.904413223266601562e+00
2.360000133514404297e+00,5.557354450225830078e+00
2.400000095367431641e+00,6.183501243591308594e+00
2.440000057220458984e+00,6.892508506774902344e+00
2.480000019073486328e+00,7.721188545227050781e+00
2.519999980926513672e+00,8.718437194824218750e+00
2.559999942779541016e+00,9.813782691955566406e+00
2.599999904632568359e+00,1.080510711669921875e+01
2.639999866485595703e+00,1.101137924194335938e+01
2.679999828338623047e+00,1.200240516662597656e+01
2.720000028610229492e+00,1.306987762451171875e+01
2.759999990463256836e+00,1.422446441650390625e+01
2.799999952316284180e+00,1.546762371063232422e+01
2.840000152587890625e+00,1.675276756286621094e+01
2.880000114440917969e+00,1.786004829406738281e+01
2.920000076293945312e+00,1.902320098876953125e+01
2.960000038146972656e+00,2.025566291809082031e+01
3.000000000000000000e+00,2.154295539855957031e+01
3.039999961853027344e+00,2.223250007629394531e+01
3.079999923706054688e+00,2.348821640014648438e+01
3.119999885559082031e+00,2.477203559875488281e+01
3.159999847412109375e+00,2.581283760070800781e+01
3.199999809265136719e+00,2.688196945190429688e+01
3.240000009536743164e+00,2.798076629638671875e+01
3.279999971389770508e+00,2.872311401367187500e+01
3.319999933242797852e+00,3.065650177001953125e+01
3.360000133514404297e+00,3.270106124877929688e+01
3.400000095367431641e+00,3.485007858276367188e+01
3.440000057220458984e+00,3.628858947753906250e+01
3.480000019073486328e+00,3.723921585083007812e+01
3.519999980926513672e+00,3.608816528320312500e+01
3.559999942779541016e+00,3.702854156494140625e+01
3.599999904632568359e+00,3.800037384033203125e+01
3.639999866485595703e+00,3.898262023925781250e+01
3.679999828338623047e+00,3.997687149047851562e+01
3.719999790191650391e+00,3.988291931152343750e+01
