# Start of Energy Bin (keV), Effective Area (cm^2)
1.600000023841857910e+00,1.382988452911376953e+00
1.639999985694885254e+00,1.882023930549621582e+00
1.680000066757202148e+00,2.554517984390258789e+00
1.720000028610229492e+00,3.459022521972656250e+00
1.759999990463256836e+00,4.609917640686035156e+00
1.799999952316284180e+00,5.755195140838623047e+00
1.840000033378601074e+00,3.559398412704467773e+00
1.879999995231628418e+00,4.456454277038574219e+00
1.920000076293945312e+00,5.687983989715576172e+00
1.960000038146972656e+00,7.043334960937500000e+00
2.000000000000000000e+00,8.568746566772460938e+00
2.039999961853027344e+00,1.032990455627441406e+01
2.079999923706054688e+00,1.244158935546875000e+01
2.119999885559082031e+00,1.043176746368408203e+01
2.160000085830688477e+00,1.201471900939941406e+01
2.200000047683715820e+00,1.213073635101318359e+01
2.240000009536743164e+00,1.376006984710693359e+01
2.279999971389770508e+00,1.565541362762451172e+01
2.319999933242797852e+00,1.796752166748046875e+01
2.360000133514404297e+00,2.018601226806640625e+01
2.400000095367431641e+00,2.229725265502929688e+01
2.440000057220458984e+00,2.469982528686523438e+01
2.480000019073486328e+00,2.753861236572265625e+01
2.519999980926513672e+00,3.102100944519042969e+01
2.559999942779541016e+00,3.484016036987304688e+01
2.599999904632568359e+00,3.831861877441406250e+01
2.639999866485595703e+00,3.838696289062500000e+01
2.679999828338623047e+00,4.183604812622070312e+01
2.720000028610229492e+00,4.554587554931640625e+01
2.759999990463256836e+00,4.955757904052734375e+01
2.799999952316284180e+00,5.387170028686523438e+01
2.840000152587890625e+00,5.832518386840820312e+01
2.880000114440917969e+00,6.220233917236328125e+01
2.920000076293945312e+00,6.625161743164062500e+01
2.960000038146972656e+00,7.054264831542968750e+01
3.000000000000000000e+00,7.549562072753906250e+01
3.039999961853027344e+00,7.831851196289062500e+01
3.079999923706054688e+00,8.366372680664062500e+01
3.119999885559082031e+00,8.925166320800781250e+01
3.159999847412109375e+00,9.412160491943359375e+01
3.199999809265136719e+00,9.918495178222656250e+01
3.240000009536743164e+00,1.044509582519531250e+02
3.279999971389770508e+00,1.081179504394531250e+02
3.319999933242797852e+00,1.126849975585937500e+02
3.360000133514404297e+00,1.173866195678710938e+02
3.400000095367431641e+00,1.222270507812500000e+02
3.440000057220458984e+00,1.267148590087890625e+02
3.480000019073486328e+00,1.303071594238281250e+02
3.519999980926513672e+00,1.273810424804687500e+02
3.559999942779541016e+00,1.309632873535156250e+02
3.599999904632568359e+00,1.346558532714843750e+02
3.639999866485595703e+00,1.383926391601562500e+02
3.679999828338623047e+00,1.421805725097656250e+02
3.719999790191650391e+00,1.425536193847656250e+02
3.759999752044677734e+00,1.464498443603515625e+02
3.800000190734863281e+00,1.498832092285156250e+02
3.840000152587890625e+00,1.529874114990234375e+02
3.880000114440917969e+00,1.560979309082031250e+02
3.920000076293945312e+00,1.599199523925781250e+02
3.960000038146972656e+00,1.640173339843750000e+02
4.000000000000000000e+00,1.662522277832031250e+02
4.039999961853027344e+00,1.702559051513671875e+02
4.079999923706054688e+00,1.743040161132812500e+02
4.119999885559082031e+00,1.783973083496093750e+02
4.159999847412109375e+00,1.824891052246093750e+02
4.199999809265136719e+00,1.860105590820312500e+02
4.239999771118164062e+00,1.895481872558593750e+02
4.279999732971191406e+00,1.931102294921875000e+02
4.320000171661376953e+00,1.902813873291015625e+02
4.360000133514404297e+00,1.914681091308593750e+02
4.400000095367431641e+00,1.945375671386718750e+02
4.440000057220458984e+00,1.976205291748046875e+02
4.480000019073486328e+00,2.007303619384765625e+02
4.519999980926513672e+00,2.038556518554687500e+02
4.559999942779541016e+00,2.069760894775390625e+02
4.599999904632568359e+00,2.052393493652343750e+02
4.639999866485595703e+00,2.080173492431640625e+02
4.679999828338623047e+00,2.105676422119140625e+02
4.719999790191650391e+00,2.131163177490234375e+02
4.759999752044677734e+00,2.156631622314453125e+02
4.799999713897705078e+00,2.182061462402343750e+02
4.840000152587890625e+00,2.207342224121093750e+02
4.880000114440917969e+00,2.232542724609375000e+02
4.920000076293945312e+00,2.235628967285156250e+02
4.960000038146972656e+00,2.260749053955078125e+02
5.000000000000000000e+00,2.285242156982421875e+02
5.039999961853027344e+00,2.312792663574218750e+02
5.079999923706054688e+00,2.339919433593750000e+02
5.119999885559082031e+00,2.367004089355468750e+02
5.159999847412109375e+00,2.394056396484375000e+02
5.199999809265136719e+00,2.421050262451171875e+02
5.239999771118164062e+00,2.448006591796875000e+02
5.279999732971191406e+00,2.474985046386718750e+02
5.320000171661376953e+00,2.501987762451171875e+02
5.360000133514404297e+00,2.529015045166015625e+02
5.400000095367431641e+00,2.556024475097656250e+02
5.440000057220458984e+00,2.582993164062500000e+02
5.480000019073486328e+00,2.609970397949218750e+02
5.519999980926513672e+00,2.636977233886718750e+02
5.559999942779541016e+00,2.662253723144531250e+02
5.599999904632568359e+00,2.685700683593750000e+02
5.639999866485595703e+00,2.709114990234375000e+02
5.679999828338623047e+00,2.732495422363281250e+02
