# Start of Energy Bin (keV), Effective Area (cm^2)
1.600000023841857910e+00,1.941060423851013184e+00
1.639999985694885254e+00,2.601792812347412109e+00
1.680000066757202148e+00,3.482212543487548828e+00
1.720000028610229492e+00,4.654056549072265625e+00
1.759999990463256836e+00,6.127372741699218750e+00
1.799999952316284180e+00,7.561513900756835938e+00
1.840000033378601074e+00,4.625579833984375000e+00
1.879999995231628418e+00,5.735246181488037109e+00
1.920000076293945312e+00,7.257837772369384766e+00
1.960000038146972656e+00,8.915888786315917969e+00
2.000000000000000000e+00,1.076694965362548828e+01
2.039999961853027344e+00,1.289142036437988281e+01
2.079999923706054688e+00,1.542798614501953125e+01
2.119999885559082031e+00,1.358808231353759766e+01
2.160000085830688477e+00,1.553188991546630859e+01
2.200000047683715820e+00,1.588943481445312500e+01
2.240000009536743164e+00,1.793303298950195312e+01
2.279999971389770508e+00,2.030606651306152344e+01
2.319999933242797852e+00,2.320606803894042969e+01
2.360000133514404297e+00,2.597390747070312500e+01
2.400000095367431641e+00,2.858842849731445312e+01
2.440000057220458984e+00,3.154085540771484375e+01
2.480000019073486328e+00,3.499185562133789062e+01
2.519999980926513672e+00,3.916221237182617188e+01
2.559999942779541016e+00,4.371168899536132812e+01
2.599999904632568359e+00,4.779327392578125000e+01
2.639999866485595703e+00,4.824721527099609375e+01
2.679999828338623047e+00,5.228996276855468750e+01
2.720000028610229492e+00,5.662504577636718750e+01
2.759999990463256836e+00,6.129621124267578125e+01
2.799999952316284180e+00,6.630604553222656250e+01
2.840000152587890625e+00,7.145552062988281250e+01
2.880000114440917969e+00,7.586855316162109375e+01
2.920000076293945312e+00,8.047126770019531250e+01
2.960000038146972656e+00,8.533569335937500000e+01
3.000000000000000000e+00,9.079133605957031250e+01
3.039999961853027344e+00,9.400378417968750000e+01
3.079999923706054688e+00,9.976323699951171875e+01
3.119999885559082031e+00,1.057518310546875000e+02
3.159999847412109375e+00,1.108351440429687500e+02
3.199999809265136719e+00,1.161002197265625000e+02
3.240000009536743164e+00,1.215553131103515625e+02
3.279999971389770508e+00,1.254437484741210938e+02
3.319999933242797852e+00,1.309861755371093750e+02
3.360000133514404297e+00,1.367287292480468750e+02
3.400000095367431641e+00,1.426692199707031250e+02
3.440000057220458984e+00,1.476982879638671875e+02
3.480000019073486328e+00,1.515008850097656250e+02
3.519999980926513672e+00,1.514895324707031250e+02
3.559999942779541016e+00,1.553326721191406250e+02
3.599999904632568359e+00,1.592514648437500000e+02
3.639999866485595703e+00,1.632060241699218750e+02
3.679999828338623047e+00,1.672091369628906250e+02
3.719999790191650391e+00,1.692155609130859375e+02
3.759999752044677734e+00,1.733307342529296875e+02
3.800000190734863281e+00,1.769069366455078125e+02
3.840000152587890625e+00,1.800813598632812500e+02
3.880000114440917969e+00,1.832612152099609375e+02
3.920000076293945312e+00,1.872864685058593750e+02
3.960000038146972656e+00,1.916359863281250000e+02
4.000000000000000000e+00,1.948664245605468750e+02
4.039999961853027344e+00,1.991027984619140625e+02
4.079999923706054688e+00,2.033876495361328125e+02
4.119999885559082031e+00,2.077220764160156250e+02
4.159999847412109375e+00,2.120504150390625000e+02
4.199999809265136719e+00,2.157132568359375000e+02
4.239999771118164062e+00,2.193926849365234375e+02
4.279999732971191406e+00,2.230971679687500000e+02
4.320000171661376953e+00,2.230929412841796875e+02
4.360000133514404297e+00,2.251943664550781250e+02
4.400000095367431641e+00,2.283279571533203125e+02
4.440000057220458984e+00,2.314711151123046875e+02
4.480000019073486328e+00,2.346332092285156250e+02
4.519999980926513672e+00,2.378086242675781250e+02
4.559999942779541016e+00,2.409860839843750000e+02
4.599999904632568359e+00,2.411124267578125000e+02
4.639999866485595703e+00,2.437533874511718750e+02
4.679999828338623047e+00,2.462610473632812500e+02
4.719999790191650391e+00,2.487669677734375000e+02
4.759999752044677734e+00,2.512721252441406250e+02
4.799999713897705078e+00,2.537700500488281250e+02
4.840000152587890625e+00,2.562550048828125000e+02
4.880000114440917969e+00,2.587338867187500000e+02
4.920000076293945312e+00,2.599287719726562500e+02
4.960000038146972656e+00,2.624045715332031250e+02
5.000000000000000000e+00,2.648114318847656250e+02
5.039999961853027344e+00,2.675058288574218750e+02
5.079999923706054688e+00,2.701077575683593750e+02
5.119999885559082031e+00,2.727074584960937500e+02
5.159999847412109375e+00,2.753047485351562500e+02
5.199999809265136719e+00,2.778957214355468750e+02
5.239999771118164062e+00,2.804825439453125000e+02
5.279999732971191406e+00,2.830709533691406250e+02
5.320000171661376953e+00,2.856629943847656250e+02
5.360000133514404297e+00,2.882572021484375000e+02
5.400000095367431641e+00,2.908492126464843750e+02
5.440000057220458984e+00,2.934370117187500000e+02
5.480000019073486328e+00,2.960265502929687500e+02
5.519999980926513672e+00,2.986186523437500000e+02
5.559999942779541016e+00,3.010151367187500000e+02
5.599999904632568359e+00,3.032066345214843750e+02
5.639999866485595703e+00,3.053947143554687500e+02
5.679999828338623047e+00,3.075803222656250000e+02
5.719999790191650391e+00,3.097640075683593750e+02
5.759999752044677734e+00,3.119449157714843750e+02
5.799999713897705078e+00,3.140992736816406250e+02
5.839999675750732422e+00,3.162285766601562500e+02
5.879999637603759766e+00,3.183558959960937500e+02
5.919999599456787109e+00,3.204814453125000000e+02
5.960000038146972656e+00,3.226045532226562500e+02
6.000000000000000000e+00,3.245025024414062500e+02
6.039999961853027344e+00,3.261708068847656250e+02
6.079999923706054688e+00,3.278329772949218750e+02
6.119999885559082031e+00,3.293402099609375000e+02
6.159999847412109375e+00,3.307404785156250000e+02
6.199999809265136719e+00,3.321464843750000000e+02
6.239999771118164062e+00,3.335578308105468750e+02
6.279999732971191406e+00,3.349627685546875000e+02
6.319999694824218750e+00,3.363613891601562500e+02
6.359999656677246094e+00,3.377534179687500000e+02
6.399999618530273438e+00,3.391329040527343750e+02
6.439999580383300781e+00,3.405002441406250000e+02
