# Start of Energy Bin (keV), Effective Area (cm^2)
1.600000023841857910e+00,5.974104404449462891e-01
1.639999985694885254e+00,8.270885944366455078e-01
1.680000066757202148e+00,1.141096949577331543e+00
1.720000028610229492e+00,1.569187521934509277e+00
1.759999990463256836e+00,2.119937896728515625e+00
1.799999952316284180e+00,2.666161537170410156e+00
1.840000033378601074e+00,1.475307106971740723e+00
1.879999995231628418e+00,1.878839492797851562e+00
1.920000076293945312e+00,2.448410034179687500e+00
1.960000038146972656e+00,3.084040164947509766e+00
2.000000000000000000e+00,3.814008951187133789e+00
2.039999961853027344e+00,4.675035476684570312e+00
2.079999923706054688e+00,5.722877502441406250e+00
2.119999885559082031e+00,4.850192070007324219e+00
2.160000085830688477e+00,5.643009185791015625e+00
2.200000047683715820e+00,5.744217395782470703e+00
2.240000009536743164e+00,6.572972297668457031e+00
2.279999971389770508e+00,7.542905807495117188e+00
2.319999933242797852e+00,8.734340667724609375e+00
2.360000133514404297e+00,9.886580467224121094e+00
2.400000095367431641e+00,1.098983287811279297e+01
2.440000057220458984e+00,1.224954223632812500e+01
2.480000019073486328e+00,1.374164390563964844e+01
2.519999980926513672e+00,1.557382774353027344e+01
2.559999942779541016e+00,1.759370613098144531e+01
2.599999904632568359e+00,1.943844032287597656e+01
2.639999866485595703e+00,1.953499221801757812e+01
2.679999828338623047e+00,2.136872291564941406e+01
2.720000028610229492e+00,2.334894943237304688e+01
2.759999990463256836e+00,2.549757003784179688e+01
2.799999952316284180e+00,2.781555557250976562e+01
2.840000152587890625e+00,3.021714019775390625e+01
2.880000114440917969e+00,3.230682373046875000e+01
2.920000076293945312e+00,3.449423980712890625e+01
2.960000038146972656e+00,3.681768798828125000e+01
3.000000000000000000e+00,3.934733581542968750e+01
3.039999961853027344e+00,4.059722900390625000e+01
3.079999923706054688e+00,4.314612579345703125e+01
3.119999885559082031e+00,4.579453277587890625e+01
3.159999847412109375e+00,4.801899719238281250e+01
3.199999809265136719e+00,5.031807708740234375e+01
3.240000009536743164e+00,5.269535446166992188e+01
3.279999971389770508e+00,5.423492050170898438e+01
3.319999933242797852e+00,5.743238067626953125e+01
3.360000133514404297e+00,6.079192733764648438e+01
3.400000095367431641e+00,6.430648803710937500e+01
3.440000057220458984e+00,6.698068237304687500e+01
3.480000019073486328e+00,6.892697143554687500e+01
3.519999980926513672e+00,6.758306121826171875e+01
3.559999942779541016e+00,6.952143859863281250e+01
3.599999904632568359e+00,7.151790618896484375e+01
3.639999866485595703e+00,7.353906250000000000e+01
3.679999828338623047e+00,7.558876037597656250e+01
3.719999790191650391e+00,7.592066192626953125e+01
3.759999752044677734e+00,7.803910827636718750e+01
3.800000190734863281e+00,7.990000915527343750e+01
3.840000152587890625e+00,8.157589721679687500e+01
3.880000114440917969e+00,8.325574493408203125e+01
3.920000076293945312e+00,8.538589477539062500e+01
3.960000038146972656e+00,8.769309234619140625e+01
4.000000000000000000e+00,8.905581665039062500e+01
4.039999961853027344e+00,9.132279968261718750e+01
4.079999923706054688e+00,9.361939239501953125e+01
4.119999885559082031e+00,9.594848632812500000e+01
4.159999847412109375e+00,9.828121185302734375e+01
4.199999809265136719e+00,1.002939758300781250e+02
4.239999771118164062e+00,1.023194427490234375e+02
4.279999732971191406e+00,1.043623046875000000e+02
4.320000171661376953e+00,1.031179428100585938e+02
4.360000133514404297e+00,1.038983535766601562e+02
4.400000095367431641e+00,1.056382980346679688e+02
4.440000057220458984e+00,1.073875885009765625e+02
4.480000019073486328e+00,1.091535873413085938e+02
4.519999980926513672e+00,1.109305114746093750e+02
4.559999942779541016e+00,1.127078170776367188e+02
4.599999904632568359e+00,1.119489746093750000e+02
4.639999866485595703e+00,1.135205917358398438e+02
4.679999828338623047e+00,1.149759368896484375e+02
4.719999790191650391e+00,1.164274597167968750e+02
4.759999752044677734e+00,1.178797378540039062e+02
4.799999713897705078e+00,1.193310241699218750e+02
4.840000152587890625e+00,1.207756271362304688e+02
4.880000114440917969e+00,1.222175903320312500e+02
4.920000076293945312e+00,1.225180130004882812e+02
4.960000038146972656e+00,1.239682464599609375e+02
5.000000000000000000e+00,1.253856658935546875e+02
5.039999961853027344e+00,1.268749771118164062e+02
5.079999923706054688e+00,1.282681274414062500e+02
5.119999885559082031e+00,1.296425476074218750e+02
5.159999847412109375e+00,1.310134124755859375e+02
5.199999809265136719e+00,1.323787536621093750e+02
5.239999771118164062e+00,1.337397766113281250e+02
5.279999732971191406e+00,1.351000976562500000e+02
5.320000171661376953e+00,1.364704284667968750e+02
5.360000133514404297e+00,1.378404998779296875e+02
5.400000095367431641e+00,1.392074432373046875e+02
5.440000057220458984e+00,1.405700988769531250e+02
5.480000019073486328e+00,1.419316101074218750e+02
5.519999980926513672e+00,1.432927093505859375e+02
5.559999942779541016e+00,1.445536956787109375e+02
5.599999904632568359e+00,1.457088012695312500e+02
5.639999866485595703e+00,1.468601074218750000e+02
5.679999828338623047e+00,1.480082702636718750e+02
5.719999790191650391e+00,1.491527557373046875e+02
5.759999752044677734e+00,1.502938995361328125e+02
5.799999713897705078e+00,1.514191741943359375e+02
5.839999675750732422e+00,1.525294189453125000e+02
5.879999637603759766e+00,1.536364746093750000e+02
5.919999599456787109e+00,1.547435150146484375e+02
5.960000038146972656e+00,1.558473205566406250e+02
6.000000000000000000e+00,1.568643188476562500e+02
6.039999961853027344e+00,1.577924804687500000e+02
6.079999923706054688e+00,1.587159881591796875e+02
6.119999885559082031e+00,1.595681762695312500e+02
6.159999847412109375e+00,1.603639678955078125e+02
6.199999809265136719e+00,1.611606292724609375e+02
6.239999771118164062e+00,1.619583129882812500e+02
6.279999732971191406e+00,1.627511749267578125e+02
6.319999694824218750e+00,1.635279235839843750e+02
6.359999656677246094e+00,1.642997741699218750e+02
6.399999618530273438e+00,1.650628356933593750e+02
6.439999580383300781e+00,1.658171997070312500e+02
6.480000019073486328e+00,1.665668640136718750e+02
6.519999980926513672e+00,1.673102722167968750e+02
6.559999942779541016e+00,1.680492248535156250e+02
6.599999904632568359e+00,1.687799377441406250e+02
6.639999866485595703e+00,1.695024414062500000e+02
6.679999828338623047e+00,1.702208404541015625e+02
6.719999790191650391e+00,1.709025115966796875e+02
6.759999752044677734e+00,1.715066680908203125e+02
6.799999713897705078e+00,1.720984649658203125e+02
6.839999675750732422e+00,1.726782073974609375e+02
6.879999637603759766e+00,1.732537536621093750e+02
6.919999599456787109e+00,1.738238983154296875e+02
6.959999561309814453e+00,1.743898162841796875e+02
7.000000000000000000e+00,1.749320068359375000e+02
7.039999961853027344e+00,1.754502258300781250e+02
7.079999923706054688e+00,1.759655761718750000e+02
7.119999885559082031e+00,1.755466918945312500e+02
7.159999847412109375e+00,1.760493164062500000e+02
7.199999809265136719e+00,1.765525360107421875e+02
7.239999771118164062e+00,1.770569458007812500e+02
7.279999732971191406e+00,1.775577850341796875e+02
7.319999694824218750e+00,1.780514068603515625e+02
7.359999656677246094e+00,1.785414123535156250e+02
7.399999618530273438e+00,1.790189819335937500e+02
7.439999580383300781e+00,1.794841613769531250e+02
7.479999542236328125e+00,1.799460601806640625e+02
7.519999980926513672e+00,1.804052734375000000e+02
7.559999942779541016e+00,1.808611755371093750e+02
7.599999904632568359e+00,1.813040161132812500e+02
7.639999866485595703e+00,1.817334594726562500e+02
7.679999828338623047e+00,1.821598510742187500e+02
7.719999790191650391e+00,1.825902404785156250e+02
7.759999752044677734e+00,1.830180358886718750e+02
7.799999713897705078e+00,1.834303283691406250e+02
7.839999675750732422e+00,1.838266296386718750e+02
7.879999637603759766e+00,1.842200317382812500e+02
7.919999599456787109e+00,1.846169281005859375e+02
7.959999561309814453e+00,1.850109863281250000e+02
7.999999523162841797e+00,1.853480987548828125e+02
8.039999961853027344e+00,1.856281738281250000e+02
8.079999923706054688e+00,1.859053955078125000e+02
8.119999885559082031e+00,1.861813964843750000e+02
8.159999847412109375e+00,1.864042968750000000e+02
8.199999809265136719e+00,1.865957183837890625e+02
8.239999771118164062e+00,1.867832336425781250e+02
8.279999732971191406e+00,1.870503387451171875e+02
8.319999694824218750e+00,1.873004913330078125e+02
8.359999656677246094e+00,1.875479736328125000e+02
8.399999618530273438e+00,1.877579040527343750e+02
8.439999580383300781e+00,1.879304962158203125e+02
8.479999542236328125e+00,1.881002197265625000e+02
8.520000457763671875e+00,1.883099365234375000e+02
8.560000419616699219e+00,1.885169067382812500e+02
8.600000381469726562e+00,1.886844177246093750e+02
8.640000343322753906e+00,1.888120574951171875e+02
8.680000305175781250e+00,1.889368591308593750e+02
8.720000267028808594e+00,1.890466308593750000e+02
8.760000228881835938e+00,1.891536560058593750e+02
8.800000190734863281e+00,1.892243347167968750e+02
8.840000152587890625e+00,1.892585144042968750e+02
8.880000114440917969e+00,1.892897186279296875e+02
8.920000076293945312e+00,1.893223266601562500e+02
8.960000038146972656e+00,1.893245544433593750e+02
9.000000000000000000e+00,1.892778015136718750e+02
9.039999961853027344e+00,1.891972961425781250e+02
9.079999923706054688e+00,1.891138610839843750e+02
9.119999885559082031e+00,1.890644226074218750e+02
9.159999847412109375e+00,1.891078491210937500e+02
9.199999809265136719e+00,1.891184387207031250e+02
9.239999771118164062e+00,1.890960388183593750e+02
9.279999732971191406e+00,1.890704345703125000e+02
9.319999694824218750e+00,1.890638885498046875e+02
9.359999656677246094e+00,1.890541839599609375e+02
9.399999618530273438e+00,1.890052337646484375e+02
9.439999580383300781e+00,1.889170227050781250e+02
9.479999542236328125e+00,1.888255920410156250e+02
9.519999504089355469e+00,1.887594146728515625e+02
9.560000419616699219e+00,1.886901550292968750e+02
9.600000381469726562e+00,1.884939422607421875e+02
9.640000343322753906e+00,1.882034301757812500e+02
9.680000305175781250e+00,1.880079498291015625e+02
9.720000267028808594e+00,1.878165283203125000e+02
9.760000228881835938e+00,1.876216583251953125e+02
9.800000190734863281e+00,1.871250000000000000e+02
9.840000152587890625e+00,1.863204345703125000e+02
9.880000114440917969e+00,1.854941406250000000e+02
9.920000076293945312e+00,1.846657867431640625e+02
9.960000038146972656e+00,1.840298156738281250e+02
1.000000000000000000e+01,1.814713439941406250e+02
1.003999996185302734e+01,1.768587341308593750e+02
1.007999992370605469e+01,1.722521667480468750e+02
1.011999988555908203e+01,1.676834106445312500e+02
1.015999984741210938e+01,1.631204528808593750e+02
1.019999980926513672e+01,1.581243896484375000e+02
1.023999977111816406e+01,1.583437194824218750e+02
1.027999973297119141e+01,1.585579376220703125e+02
1.032000064849853516e+01,1.587584228515625000e+02
1.036000061035156250e+01,1.589540405273437500e+02
1.040000057220458984e+01,1.597622680664062500e+02
1.044000053405761719e+01,1.609561614990234375e+02
1.048000049591064453e+01,1.614403991699218750e+02
1.052000045776367188e+01,1.618818054199218750e+02
1.056000041961669922e+01,1.623200378417968750e+02
1.060000038146972656e+01,1.623292388916015625e+02
