V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12
0.567,0.648,0.72,0.729,0.8,0.81,0.81,0.9,0.9,0.9,0.9,0.9,1.0
