V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14
0.432,0.441,0.504,0.6,0.648,0.72,0.72,0.8,0.81,0.81,0.9,0.9,0.9,0.9,1.0
