V_0,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14,V_15,V_16,V_17,V_18,V_19,V_20,V_21,V_22,V_23,V_24,V_25,V_26,V_27,V_28,V_29,V_30,V_31,V_32,V_33,V_34,V_35,V_36,V_37,V_38,V_39,V_40,V_41,V_42,V_43,V_44,V_45,V_46,V_47,V_48
0.252,0.288,0.3136,0.3584,0.384,0.4032,0.4536,0.4536,0.504,0.504,0.56,0.56,0.567,0.576,0.576,0.63,0.64,0.648,0.648,0.648,0.648,0.7,0.72,0.72,0.72,0.729,0.729,0.729,0.8,0.8,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0
