m,S_0_fit,S_0_lim_unconstrained,S_0_lim_CLs
5.100000000000001,1.03613869134257,1.312865564054134,1.312865564054134
5.200000000000002,0.9409172104496136,1.1176354039184027,1.1176354039184027
9.000000000000005,-0.00024233102635076728,-1.886228182211777e-05,0.00023108112171160085
7.800000000000004,0.0011585733999388472,0.0017685626907840604,0.001769602882219151
16.00000000000001,-0.00010898372454294708,-4.689370831243019e-05,9.063647748272735e-05
10.300000000000006,-0.00020681692314451658,-4.2223004569579475e-05,0.00014827778871429737
8.700000000000005,-0.000144948101674385,0.0001993839063496015,0.00036967521732438524
15.800000000000011,-0.00010868668518819193,-3.605057308618038e-05,8.201073818401761e-05
10.600000000000007,-0.0001737929147267519,-6.333673185993657e-06,0.0001684960308723194
15.400000000000011,-0.00010230921722172364,-1.3889242644638455e-05,9.57465731959117e-05
10.400000000000006,-0.00019640044729035534,-3.276729232692824e-05,0.0001585280427944261
16.900000000000013,-7.911811745644892e-05,-3.706042212264851e-07,9.012222447759781e-05
16.70000000000001,-8.75302590270385e-05,-1.3035086719569319e-05,8.65168198581416e-05
7.900000000000004,0.0007371334209009524,0.0012822547185901427,0.0012955906065801241
9.100000000000005,-0.00025714660392295974,-5.297220779029378e-05,0.00021843456954908695
9.300000000000006,-0.000277681586028715,-0.00010257892032807542,0.0001528389928573072
15.10000000000001,-0.00011205988279401627,-3.106387002728555e-05,8.835686348063124e-05
12.40000000000001,-0.00011388450351461802,7.45268730525994e-06,0.00013001975549807533
15.00000000000001,-0.00011966952805490096,-4.647419040630301e-05,8.48663450803474e-05
16.100000000000012,-0.00010577727451598338,-4.230793712244699e-05,7.381664226846447e-05
14.800000000000011,-0.0001268192951717337,-6.113704663827334e-05,6.923297666817655e-05
15.900000000000011,-0.00010766869416272826,-3.7731406746969515e-05,8.079224394153442e-05
8.900000000000006,-0.00020051525497340872,5.883575953380357e-05,0.0002871708840327005
9.800000000000006,-0.00026481870467288894,-0.00011287290931857714,0.00016551257881099692
10.700000000000006,-0.0001662555093780731,-6.7178357389931e-06,0.00014740858346828537
8.800000000000004,-0.00018343788758260705,0.00011630682987197108,0.0003361567368685082
17.000000000000014,-8.246623191777964e-05,-5.1778784187911214e-06,8.251806292258832e-05
16.500000000000014,-9.624647909951254e-05,-3.0375524372752074e-05,8.337181715923841e-05
12.200000000000008,-0.00010549201544545603,1.821556990993691e-05,0.00012837519780706008
9.600000000000005,-0.000280863916922517,-0.00013227346604684735,0.00016497898860254285
9.500000000000005,-0.0002819906696905236,-0.0001284727967382556,0.00013976197348753632
14.900000000000011,-0.00012417169145289845,-5.565131274678466e-05,7.478251740056829e-05
15.50000000000001,-0.0001013904814463609,-1.3334677062091826e-05,0.0001020147686952613
12.100000000000009,-0.00012595501200020264,2.5910454178064704e-06,0.00013171420969770422
5.400000000000002,0.3492296830181138,0.4024043820789152,0.4024043820789152
9.700000000000006,-0.0002746645706917021,-0.00012602720409690525,0.00018052872803460564
10.800000000000008,-0.00018355993300240783,-3.438899977926829e-05,0.00013644529181693654
8.100000000000005,0.0001289061014072365,0.0006686584596900741,0.0007721898405372712
10.200000000000006,-0.00021535318063154945,-5.4569539856610084e-05,0.00014929708740398293
14.60000000000001,-0.00013140611004924845,-7.045089315986645e-05,6.18661572117791e-05
9.400000000000006,-0.0002845668077768965,-0.00012644780502871108,0.0001745751020445041
12.000000000000007,-0.00014568174997472958,-3.028983055429889e-05,0.00011048442642962801
12.300000000000008,-0.00010862033377140494,1.4685684667143099e-05,0.00013431337316280472
14.40000000000001,-0.00012957362539513993,-6.674750644605968e-05,6.418384388540129e-05
11.900000000000007,-0.0001657876601163205,-6.391629101530142e-05,0.00010911066543239971
8.400000000000006,-5.858587367164036e-05,0.00040396015427921405,0.0005515375277415479
12.700000000000008,-0.00015007252052108507,-5.596859319714853e-05,9.746124630820431e-05
12.600000000000009,-0.00014472797689298253,-4.218436199829667e-05,0.00010076705279129864
8.600000000000005,-0.00012234967658064454,0.0002716961324199588,0.0004462785329319424
