m,N_sig_lim_yellin
3.3000000000000003,6319.313655730264
m,N_sig_lim_yellin
3.2,6325.1113614370315
3.4000000000000004,6463.155766124808
3.8000000000000007,7545.444633427416
5.200000000000002,1030.599641354507
6.400000000000003,252.04610802786277
3.5000000000000004,5806.716360884101
5.600000000000002,492.9552242064201
4.300000000000001,3694.891024950011
5.900000000000002,482.4029904117275
4.100000000000001,7222.7628330852285
6.3000000000000025,236.18586584520963
3.900000000000001,6757.956205257993
6.800000000000003,225.39110021548302
5.8000000000000025,451.60629951767714
6.5000000000000036,221.1640386898676
6.600000000000003,220.55112147940034
3.6000000000000005,5558.46938762265
4.900000000000002,1727.3891224672009
4.000000000000001,6323.642138049356
6.000000000000003,422.50673346308133
6.100000000000003,422.7756747319948
4.400000000000001,6328.921839265185
6.700000000000003,197.89280102601515
4.700000000000001,1548.8703602502358
3.7000000000000006,9927.057978530447
7.100000000000003,94.68910246508298
15.400000000000011,19.017350025049375
14.60000000000001,16.66671465198138
16.20000000000001,19.017350025049375
4.200000000000001,5555.339541642262
5.400000000000002,741.651959151108
5.000000000000002,1449.161766013416
17.000000000000014,15.94960749714487
4.500000000000002,2716.7001099520667
5.3000000000000025,1328.0464001081318
5.100000000000001,1300.2321053125124
4.600000000000001,2485.282885599304
5.700000000000003,310.6264512717653
6.900000000000004,155.69828707044022
5.500000000000002,621.4983600316948
7.200000000000004,77.68729500396185
6.200000000000003,284.83597070651086
18.600000000000016,13.085791612450995
17.80000000000001,13.085791612450995
7.0000000000000036,127.14791270960828
7.300000000000004,63.73823014383464
4.800000000000002,1992.3039114415367
19.500000000000014,15.94960749714487
12.800000000000008,19.440167385130174
11.900000000000007,22.181964198002184
10.800000000000008,30.849632868365607
13.80000000000001,12.80117987251423
13.30000000000001,18.199103714738186
12.500000000000009,19.440167385130174
11.500000000000007,28.880186935140543
20.200000000000017,9.618337232872173
21.100000000000016,12.80117987251423
8.400000000000006,48.955331981395425
14.900000000000011,19.017350025049375
11.700000000000008,25.873191324413934
15.700000000000012,20.76586374173073
22.000000000000018,9.204495717531712
23.000000000000018,8.808460273622597
16.70000000000001,15.94960749714487
17.400000000000013,12.80117987251423
23.200000000000017,8.808460273622597
18.700000000000014,16.66671465198138
24.500000000000018,9.204495717531712
12.90000000000001,20.76586374173073
12.100000000000009,20.76586374173073
20.700000000000017,8.808460273622597
24.80000000000002,6.061079772699775
19.900000000000016,13.085791612450995
14.50000000000001,16.66671465198138
21.500000000000018,9.204495717531712
14.70000000000001,16.66671465198138
26.20000000000002,3.736371063442255
22.30000000000002,5.430002130657378
9.600000000000005,43.85811883937792
22.80000000000002,8.24612663620516
16.100000000000012,21.699513643035264
18.500000000000014,15.94960749714487
17.200000000000014,16.66671465198138
10.300000000000006,40.16520611818033
26.70000000000002,5.430002130657378
24.60000000000002,6.061079772699775
8.200000000000005,60.99580958722386
24.90000000000002,5.430002130657378
8.600000000000005,44.833227043273304
7.800000000000004,60.99580958722386
21.600000000000016,9.618337232872173
26.00000000000002,4.455023507610894
32.50000000000003,9.618337232872173
33.50000000000003,5.196369200594045
34.300000000000026,4.554073126832541
35.10000000000003,4.455023507610894
28.800000000000022,3.736371063442255
35.40000000000003,4.455023507610894
35.50000000000003,4.455023507610894
11.300000000000008,27.637579191703637
25.10000000000002,4.554073126832541
36.30000000000003,2.6865813772687015
36.60000000000003,2.570987706415227
37.30000000000003,3.736371063442255
38.30000000000003,3.736371063442255
25.80000000000002,4.455023507610894
26.300000000000022,4.455023507610894
31.500000000000025,7.551791658752665
39.20000000000003,2.3032973079498387
38.50000000000003,3.421763583768232
39.900000000000034,2.570987706415227
33.20000000000003,4.554073126832541
28.600000000000023,2.6865813772687015
29.200000000000024,4.455023507610894
12.200000000000008,19.017350025049375
13.600000000000009,16.66671465198138
13.70000000000001,16.66671465198138
30.200000000000024,4.455023507610894
36.70000000000003,3.736371063442255
20.400000000000016,12.80117987251423
20.000000000000014,12.522758345971408
37.60000000000003,4.455023507610894
11.800000000000008,19.440167385130174
17.600000000000012,12.80117987251423
38.400000000000034,2.6865813772687015
31.200000000000024,7.226865964432791
33.60000000000002,5.196369200594045
34.00000000000003,5.430002130657378
32.70000000000003,7.551791658752665
8.700000000000005,50.04376776256303
23.30000000000002,8.24612663620516
37.50000000000003,4.554073126832541
22.200000000000017,6.061079772699775
12.40000000000001,19.017350025049375
22.700000000000017,8.24612663620516
32.300000000000026,8.24612663620516
39.30000000000003,2.570987706415227
19.400000000000013,15.94960749714487
34.10000000000002,5.430002130657378
34.70000000000003,5.196369200594045
23.90000000000002,8.24612663620516
34.800000000000026,5.196369200594045
34.60000000000003,5.196369200594045
29.100000000000023,4.455023507610894
37.70000000000003,3.736371063442255
7.600000000000004,50.04376776256303
30.800000000000026,5.430002130657378
9.900000000000006,40.16520611818033
17.500000000000014,12.522758345971408
9.500000000000005,43.85811883937792
26.90000000000002,5.430002130657378
18.400000000000013,16.66671465198138
34.90000000000003,4.554073126832541
23.80000000000002,7.551791658752665
34.40000000000003,4.455023507610894
28.700000000000024,3.421763583768232
35.20000000000003,3.421763583768232
25.00000000000002,5.196369200594045
8.500000000000005,44.833227043273304
19.700000000000014,15.94960749714487
9.300000000000006,48.955331981395425
30.000000000000025,5.430002130657378
15.10000000000001,20.76586374173073
31.900000000000027,7.226865964432791
15.300000000000011,20.76586374173073
31.600000000000026,7.226865964432791
16.900000000000013,15.94960749714487
17.100000000000012,16.66671465198138
18.100000000000016,15.94960749714487
38.70000000000003,2.6865813772687015
23.500000000000018,6.061079772699775
36.20000000000003,2.6865813772687015
