r_1,r_2,r_3,r_4
0.004210502151668483,0.7464737002672861,0.8767364096099608,0.375984597686345
0.003845273206558698,0.38746844586132395,0.3865417131069887,0.4754230700961345
0.6936344569797992,0.46986331787493557,0.9503096484270344,0.8798865017525093
0.7654402544650002,0.5137557775499306,0.06691101645135936,0.8964419429057688
0.5862315500658221,0.8549838039986442,0.011980761377521335,0.9138229655440968
0.8074545002549051,0.16190347045133985,0.9503380997975683,0.16492295637093798
0.9510096467458086,0.09952886275706609,0.15558546089034173,0.21126311537354206
0.8538471059438579,0.006204895617313097,0.005511917280320534,0.27440461431849583
0.16682389433624722,0.2128389437582736,0.06700459730285899,0.29366899940983304
0.018892020377613755,0.7754642909900038,0.2203990464601006,0.3154377900941505
0.019454790048129417,0.8727981429395516,0.9927694923836821,0.3165526257924686
0.9154789305975906,0.752545220956381,0.7498777138977692,0.8371151622691134
0.33507230381436537,0.32770507986988895,0.2201942235272179,0.8750383914449388
0.08915899084528131,0.9690214019094382,0.8766224906656154,0.9769128397352806
0.8960901146610434,0.8329904652947812,0.1047007575968561,0.9841819176209645
