r_1,r_2,r_3,r_4
0.8857579027021629,0.10188143929501767,0.29830648980901675,0.502870034688844
0.6697769550287106,0.05571886981014173,0.6677017703834388,0.5559683181828032
0.6692026964876027,0.9666349301212999,0.1049392422609345,0.502894426114446
0.03147922206654764,0.2394448103779669,0.6685749185152513,0.5786675765716527
0.3385719768573067,0.9586821122949468,0.7502611071496735,0.7788561493143359
0.3397487385182447,0.1347416393787118,0.2981705229181319,0.1597396520400177
0.019317767351434957,0.8726836854259808,0.005540090658564374,0.3165526257924709
0.9909729339441609,0.6994426504777921,0.10506631612823314,0.3763433109718458
0.6826691156051072,0.029082531703860284,0.9998296164851284,0.6332638878807878
0.27430830786732907,0.5218614470902447,0.15547767726490155,0.70189032033691
0.049416825898084556,0.32012878890651036,0.9714095301190837,0.7748983801242594
0.3977535816951816,0.16443397822944703,0.15556588180145364,0.9479812369424157
0.04680681883616208,0.8504224035309003,0.5772678521051038,0.9896714470164609
