r_1,r_2,r_3,r_4
0.004191071744666447,0.7461739155534111,0.005521769859234895,0.37598459768632847
0.885657797565267,0.10195775487010451,0.7501618785634244,0.5028700346888445
0.6697536105966067,0.05580380731149233,0.9504322785824914,0.5559683181827899
0.6691791371232925,0.9665687187224193,0.4810420707745009,0.5028944261144546
0.03156095524035238,0.2396653994724121,0.9506647291230436,0.5786675765716389
0.6936623269977042,0.47026863282122744,0.022886096440729586,0.8798865017524989
0.3388654475574346,0.9586102626619761,0.9713296492129597,0.7788561493143097
0.8075954977750598,0.16170619740841272,0.02291737181053997,0.1649229563709361
0.3400416871052059,0.13491349141985629,0.750045523650523,0.15973965204001786
0.019369337994626448,0.8726876940355512,0.1049570119933691,0.31655262579248633
0.9908980241314663,0.6993239359737464,0.4812480952056159,0.37634331097185225
0.27461771688766706,0.5220071438748622,0.5759973459847478,0.7018903203369189
0.3980098936799451,0.1645794164947389,0.5761412430434415,0.9479812369424275
0.08883574498170457,0.9690288053860919,0.005522046801184107,0.9769128397352376
0.04692423475845454,0.8503980084062169,0.9199288264387737,0.9896714470164472
