r_1,r_2,r_3,r_4
0.10710501411664644,0.16331874612484137,0.9928170207272957,0.2918619882835929
0.9985780009268932,0.6789410515333367,0.04137100770110849,0.3930840984897285
0.6922932828727806,0.3648901728471778,0.999806513315071,0.5465151236692645
0.5917378711642614,0.00453514771555075,0.15872142888356808,0.5574951713211621
0.01300597416557015,0.07235675081647425,0.9847870546009473,0.6593503316390538
0.10435281508843826,0.9523011212723375,0.30079461665923735,0.7299723388784097
0.7382451326779806,0.9387568674909375,0.0684473161176145,0.816069876723497
0.08495122452888859,0.05361590366925994,0.9714987498866586,0.8425360707174472
0.9175163479026959,0.0959797156878432,0.023567126339315216,0.1849515042331478
0.6690031006887546,0.45524825270675107,0.6694033550858047,0.5943976751764513
0.017270101622145134,0.5698819859293419,0.8211877604596707,0.4453741805431867
0.5040359824286896,0.5609524995373794,0.8213448248436728,0.46286319762060724
0.3703051038008912,0.1258885956302893,0.920281582547818,0.692141362447095
0.01768505081322452,0.8914056460693702,0.920003709788145,0.6198714164224856
0.9516685750776096,0.42405330568748045,0.9848505550344497,0.6896208214175858
0.6139722603916589,0.9483909027353232,0.9848252716547994,0.7820776230821461
0.05595653209497452,0.8897302633540214,0.5779733442636936,0.8394502947279587
0.2675300723941751,0.5906645705288942,0.9715611798103633,0.9391626682255054
