r_1,r_2,r_3,r_4
0.6412168847125601,0.3925635593373774,0.37905753845545975,0.2338152176297624
0.5183799180926966,0.011566937349351917,0.8155909638376079,0.3164923831744474
0.10184743374250635,0.9250359553301299,0.0018228002204346715,0.28054068609230454
0.09939778571688355,0.9589528282565833,0.9998286453933235,0.45683458467915206
0.9570895730232251,0.1679872207819913,0.022070487691699253,0.48909651785294606
0.9299712996401474,0.9678374632387576,0.9925295040715941,0.5270650548626221
0.8502317016076856,0.2455102396187874,0.970136582577317,0.5631991788713798
0.18483130770232375,0.9730719749494177,0.011568586616196442,0.5912941126068373
0.8815938437526127,0.7594443486107475,0.8735504171334032,0.6344092656876623
0.903073670476678,0.392353789140675,0.2918816319311053,0.7122195187516971
0.7454039778135887,0.8197711186961953,0.999833122288817,0.7106181375514535
0.6558146149598163,0.09772396697610378,0.9486113912576011,0.758530893741224
0.6503076261719785,0.18363880913174244,0.37912870180814096,0.8304209272451086
0.7189405701601834,0.22629585151429063,0.011402981610965094,0.8809320824155555
0.16985956109111394,0.9311106378566163,0.011528438853081857,0.12785577076551685
0.716824002209046,0.9329325382506899,0.9488749226543013,0.13909559818654185
0.9571604031911515,0.02832026795458619,0.5707775788928684,0.39299816501592794
0.850973487888673,0.05863993727079602,0.011464279571639181,0.4075777218847304
0.1191061978649216,0.11371269585053762,0.9175535718231156,0.4139534815376513
0.6458119546423216,0.522757560517681,0.9840091333802766,0.44198644333657733
0.16747861500701375,0.2223109342188048,0.4744573592492554,0.4394340515935855
0.9629507775054152,0.06929259119901242,0.03920321138732085,0.5749783865201417
0.028511536534707855,0.059346331810038275,0.3817880773069873,0.6052586122278408
0.6910726054841093,0.9980322144157387,0.0652970429225278,0.6187835291993532
0.5658724567949679,0.9777326995136163,0.10216966615494164,0.6086608747877791
0.843608116173009,0.9937557377433014,0.00531712839585094,0.6162946818561038
0.008813522159209016,0.1887183882981395,0.1528209825784929,0.7118875459210289
0.08529830309204611,0.442492099192469,0.03910923680924074,0.7320389252888034
0.2544767666125243,0.9936826695549593,0.38130617199521266,0.7356432805585834
0.4199210500767262,0.9356974133932384,0.039048556235312434,0.754026008163573
0.08319262303634478,0.6680619150169089,0.06486720843600496,0.7849412537642684
0.3371203199580844,0.23399764395520803,0.9171393449598475,0.7931964983908976
0.968845809389778,0.050643268061160256,0.7454633768979487,0.9552802825612587
0.4526130163081466,0.5761118036618333,0.011429732073736551,0.981464934500755
