r_1,r_2,r_3,r_4
0.9830860392394959,0.49473467359451034,0.9278641530471371,0.14426450976177918
0.7501206756346646,0.33335349525645286,0.6751914213303045,0.15270555761972857
0.9789549164027719,0.7896529525180709,0.7517330554103224,0.16517915379875175
0.05399581831888897,0.1069021768053931,0.34885083838666275,0.12680373383027044
0.6865070552066862,0.3065295522702788,0.045692261504805425,0.3060305402401534
0.06569491032391339,0.10660666733751036,0.04922915971051617,0.12608864057386757
0.8654321383954388,0.07299418632367904,0.046301485357686537,0.1432428298540083
0.9932114232286284,0.15830753981288628,0.2111683532867771,0.1424638450822603
0.8053687374178471,0.3230994909477437,0.6753456726893559,0.1502918058595014
0.8551373833107654,0.4316167191550619,0.9853633327385755,0.152642356251863
0.9914126071258794,0.42404021416730564,0.7521877599779265,0.14432476384393844
0.9857109259698004,0.1641594350626953,0.046366783286223456,0.1446185353860216
0.7872309426096312,0.3293900375572364,0.9973708410386981,0.15390733600418455
0.6812271168400094,0.030103880340758764,0.5993794921247345,0.14784048542845168
0.7389281623878334,0.22531842934604143,0.045628548063461456,0.15067793846115848
0.8911776487480464,0.41450106610045084,0.2099030394107054,0.15364525097687895
0.8818721924835909,0.6588109922600011,0.11505625350460855,0.1696071694778332
0.37569066619721514,0.8508063706597943,0.20954454372633766,0.1301262743756488
0.9583393491257134,0.2379750672805823,0.6765092788205425,0.14656020586913868
0.4358942012049077,0.23481479281806086,0.048658654228011224,0.14203312594137332
0.988772210213554,0.8555617947042825,0.7517920644787424,0.1358442227705554
0.7436395843719437,0.1668877121752363,0.7518236460774195,0.15168121452796476
0.8521226763866319,0.013893223989626996,0.0464611745785199,0.14895071219928946
0.9932729186259743,0.07055033536678242,0.1155225602668666,0.14616892518073368
0.9308500362070753,0.7030651169745348,0.7520638047217378,0.2081173906519658
0.48393164237615727,0.10633915458960574,0.8295679183921301,0.25058340859398176
0.7966207215891924,0.1274864777371057,0.8819376297763354,0.1511935851205205
0.9851691366574429,0.07273242882747392,0.4843299903863308,0.14726446129388895
0.9118166305181931,0.11225750917961547,0.8220952206412064,0.14993192700541702
0.9381129567101347,0.971340178724806,0.6768848167874332,0.13213986581522283
0.05195117751720099,0.20101552172948195,0.6892869557084083,0.13313510850333776
0.6703365370676139,0.3292254390890851,0.11387080869072878,0.26750459348706396
0.36983502046258787,0.7175867505321055,0.48894553805702023,0.13144286777877653
0.798412514378275,0.9730880657670092,0.1153493044001481,0.1326154631507618
0.14138226161536216,0.3569668538998572,0.49617535785002354,0.13265213556440247
0.9654163255226795,0.31934380281074076,0.11455008368291639,0.14650921338854836
0.9998998717300811,0.14778259854918718,0.4843193706820217,0.14887905780024308
0.7062861822865228,0.3432837001457884,0.6750633501100668,0.32721576411960557
0.3200314441896326,0.14759809386284062,0.3472436842688366,0.13281835655645888
0.04032566591555693,0.7503208173922041,0.7528091468577424,0.13493685177420064
0.7112738743413767,0.26752123517869475,0.04568746825269658,0.16121411401527033
0.9845363829922934,0.4964295990229086,0.6765982423311057,0.15312103320793718
0.805271988679108,0.6305885824909102,0.6750575013526668,0.15809486965222622
0.7661304011070751,0.01231662980905629,0.48334061334457074,0.1518751360115762
0.9140933341975127,0.014365287702671963,0.600355067378846,0.14691306041395757
0.6760619804465008,0.13305292589827805,0.8224111360232181,0.15709114838992447
0.443162086573388,0.14492017837095514,0.9975565074175149,0.17958419792636832
0.24848749742070156,0.855079312790347,0.9281719448370439,0.1343075798761025
0.9435609044049945,0.7596316068464413,0.9630606342986656,0.16930071621466636
0.4798884972263657,0.746197028603485,0.11398982653413912,0.13330827755653427
0.9278100442172635,0.18370040039031912,0.04632327955804562,0.15322566160624299
0.9695947182020759,0.272456233236151,0.3357331205374405,0.15054239056836805
0.7315926079847852,0.053810190196392715,0.9639693269664171,0.1555166727393915
0.07692032503976005,0.602976021297361,0.9309478471011764,0.13929738302708253
0.825960142202317,0.8368563318694483,0.4844681624487353,0.1342690958064348
0.19773680351737752,0.8294937100465983,0.6762421072557768,0.13861385199194695
0.9899415150271755,0.5391939003928901,0.8809270596926067,0.15701436576451827
0.14071250931501428,0.9633829180158865,0.3366992380318834,0.13742456433357303
0.6865227870322128,0.40505237747417355,0.8811988086298927,0.20950352373479383
