r_1,r_2,r_3,r_4
0.9240101643497981,0.8777510581929673,0.048128593889792716,0.18217392736490168
0.9432220288290036,0.5322614380168832,0.49835970133641383,0.23587286201381794
0.8378532200495519,0.677682322409047,0.9264105234570917,0.22294435241291863
0.5782915537937767,0.839324437136233,0.8859429541561052,0.25554366213914886
0.9971618375616819,0.7387341848416784,0.1700147425952661,0.386314015178973
0.6257094974341046,0.10220739735001422,0.9995605249891136,0.3294557575621167
0.7020679374480704,0.015592495979891997,0.07752531685051149,0.3287839738670763
0.7734432853003581,0.5067848460961915,0.2367768493399592,0.5299855476860104
0.3286526971883258,0.9007536935757169,0.831912986258001,0.44320852790023113
0.6500039473185484,0.12978590073757373,0.04795507084023581,0.5467769278281629
0.7255034970944136,0.2675776642770128,0.4987346974224375,0.65201710054176
0.7326440066337906,0.8507379459682531,0.999549225507576,0.6339185452059457
0.997174891064225,0.9375883022121773,0.95526023088112,0.6423282498177828
0.8364290077744196,0.1891608729339798,0.07723960649212237,0.7449921769542238
0.6883191348385512,0.03872529214870482,0.5940089964680157,0.8907141926544522
0.4534457106272534,0.11370294344822766,0.926510962332895,0.9995068472814129
0.12817270402853528,0.40090443701201983,0.07759853511758222,0.2560405653005968
0.03553301900123185,0.8588573635926069,0.17054851931383258,0.313076115855917
0.8958959595497105,0.11459569858774317,0.8319836689959529,0.42671828231377773
0.7678370615568028,0.2562420215409565,0.993532554152993,0.4534124500555156
0.27630940386403957,0.2694154963292305,0.9551954948254967,0.42561678370465594
0.7275260174658016,0.0208799222541839,0.3160896881861132,0.6114352152617872
0.08157174086379466,0.040778743902790765,0.04858349796695435,0.7908396236454434
0.012122472560946675,0.7135519940310014,0.955229259947075,0.8157212068309528
0.14841399362965946,0.734634291624118,0.1704202636584587,0.9488376655882051
