# Start of Energy Bin (keV), Effective Area (cm^2)
1.600000023841857910e+00,8.721917271614074707e-01
1.639999985694885254e+00,1.213177919387817383e+00
1.680000066757202148e+00,1.681174397468566895e+00
1.720000028610229492e+00,2.321562767028808594e+00
1.759999990463256836e+00,3.148823022842407227e+00
1.799999952316284180e+00,3.977794408798217773e+00
1.840000033378601074e+00,2.211426258087158203e+00
1.879999995231628418e+00,2.823701858520507812e+00
1.920000076293945312e+00,3.682537078857421875e+00
1.960000038146972656e+00,4.641583442687988281e+00
2.000000000000000000e+00,5.741795539855957031e+00
2.039999961853027344e+00,7.037185192108154297e+00
2.079999923706054688e+00,8.612329483032226562e+00
2.119999885559082031e+00,7.842502117156982422e+00
2.160000085830688477e+00,9.112080574035644531e+00
2.200000047683715820e+00,9.510442733764648438e+00
2.240000009536743164e+00,1.089668369293212891e+01
2.279999971389770508e+00,1.251915073394775391e+01
2.319999933242797852e+00,1.451305961608886719e+01
2.360000133514404297e+00,1.645047569274902344e+01
2.400000095367431641e+00,1.830977821350097656e+01
2.440000057220458984e+00,2.041595649719238281e+01
2.480000019073486328e+00,2.287740707397460938e+01
2.519999980926513672e+00,2.584222030639648438e+01
2.559999942779541016e+00,2.910192298889160156e+01
2.599999904632568359e+00,3.205941390991210938e+01
2.639999866485595703e+00,3.268371582031250000e+01
2.679999828338623047e+00,3.565028381347656250e+01
2.720000028610229492e+00,3.884680557250976562e+01
2.759999990463256836e+00,4.230537414550781250e+01
2.799999952316284180e+00,4.603162384033203125e+01
2.840000152587890625e+00,4.988245773315429688e+01
2.880000114440917969e+00,5.320377349853515625e+01
2.920000076293945312e+00,5.668164825439453125e+01
2.960000038146972656e+00,6.036634445190429688e+01
3.000000000000000000e+00,6.440280151367187500e+01
3.039999961853027344e+00,6.685572814941406250e+01
3.079999923706054688e+00,7.105171966552734375e+01
3.119999885559082031e+00,7.541508483886718750e+01
3.159999847412109375e+00,7.908514404296875000e+01
3.199999809265136719e+00,8.288467407226562500e+01
3.240000009536743164e+00,8.681979370117187500e+01
3.279999971389770508e+00,8.968748474121093750e+01
3.319999933242797852e+00,9.434091186523437500e+01
3.360000133514404297e+00,9.919915771484375000e+01
3.400000095367431641e+00,1.042563705444335938e+02
3.440000057220458984e+00,1.083508987426757812e+02
3.480000019073486328e+00,1.114112091064453125e+02
3.519999980926513672e+00,1.074275665283203125e+02
3.559999942779541016e+00,1.104679260253906250e+02
3.599999904632568359e+00,1.136250762939453125e+02
3.639999866485595703e+00,1.168291778564453125e+02
3.679999828338623047e+00,1.200846252441406250e+02
3.719999790191650391e+00,1.196772842407226562e+02
3.759999752044677734e+00,1.230351409912109375e+02
3.800000190734863281e+00,1.259829788208007812e+02
3.840000152587890625e+00,1.286475219726562500e+02
3.880000114440917969e+00,1.313225402832031250e+02
3.920000076293945312e+00,1.346148681640625000e+02
3.960000038146972656e+00,1.381487274169921875e+02
4.000000000000000000e+00,1.397033233642578125e+02
4.039999961853027344e+00,1.431650085449218750e+02
4.079999923706054688e+00,1.466691131591796875e+02
4.119999885559082031e+00,1.502164459228515625e+02
4.159999847412109375e+00,1.537666015625000000e+02
4.199999809265136719e+00,1.568140716552734375e+02
4.239999771118164062e+00,1.598796539306640625e+02
4.279999732971191406e+00,1.629713439941406250e+02
4.320000171661376953e+00,1.592310943603515625e+02
4.360000133514404297e+00,1.598934173583984375e+02
4.400000095367431641e+00,1.625916748046875000e+02
4.440000057220458984e+00,1.653081054687500000e+02
4.480000019073486328e+00,1.680574798583984375e+02
4.519999980926513672e+00,1.708280334472656250e+02
4.559999942779541016e+00,1.735968933105468750e+02
4.599999904632568359e+00,1.712681579589843750e+02
4.639999866485595703e+00,1.737878570556640625e+02
4.679999828338623047e+00,1.760694427490234375e+02
4.719999790191650391e+00,1.783515625000000000e+02
4.759999752044677734e+00,1.806359863281250000e+02
4.799999713897705078e+00,1.829229125976562500e+02
4.840000152587890625e+00,1.852005462646484375e+02
4.880000114440917969e+00,1.874752044677734375e+02
